License Number,Facility Name,Street Address,City,Parish,Facility Phone Number,License Capacity,License Type,License Status,Age Range,Operation Days,Director,Director Designee
60605,Gigiz Baybeez,6216 Daspit Rd,New Iberia,IBERIA,3375193537,6,Family Home ,Open,6 W To 4 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,,
60613,The Jones Academy for Girls,1020 N Prieur ST,New Orleans,ORLEANS,5042902023,35,Type III ,Open,2 Y To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Andrea Jones,
60625,Thomas Early Learning Center,51676 Highway 438,Franklinton,WASHINGTON,9852948761,53,Type III ,Open,6 W To 13 Y,Monday From: 06:45 To: 17:30 / Tuesday From: 06:45 To: 17:30 / Wednesday From: 06:45 To: 17:30 / Thursday From: 06:45 To: 17:30 / Friday From: 06:45 To: 17:30,Dana  Jacobs,Whitney Terrell
60634,"Serendipity Oasis Academy for Rising Stars, LLC",14020 Plank Rd,Baker,EAST BATON ROUGE,2253081188,85,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Beverly Pugh; Janice Dunn,
60637,ReNEW Early Childhood Center @ Harney,2503 Willow St,New Orleans,ORLEANS,5047621343,149,Type III ,Open,6 W To 5 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Larita Jones; Stacy Marino,
60638,Little Explorers LLC,5700 Shreveport Hwy,Pineville,RAPIDES,3186401512,62,Type III ,Open,6 W To 17 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Danielle  Smyth,
60651,Save the Children Head Start Leonville,4157 Highway 31,Leonville,ST. LANDRY,3378792237,55,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Sharon Moten
60660,The Arc Caddo Bossier's Goldman School at the Highland Center,520 Olive St,Shreveport,CADDO,3186603030,92,Type III ,Open,8 W To 5 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,LaShanda Davis,Romonda  Adams
60667,dominique's learning center,138 S June Dr,Lafayette,LAFAYETTE,3377857041,6,Family Home ,Open,6 W To 4 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,,
60668,Save the Children Head Start/Early Head Start Grand Coteau,361 Burleigh Lane,Grand Coteau,ST. LANDRY,3376623750,101,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Shelia Jordan
60670,Save the Children Head Start Eunice,101 City Ave,Eunice,ST. LANDRY,3374578905,102,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Debra Hardy
60677,Save the Children Head Start Lawtell,9675 Highway 190 West,Lawtell,ST. LANDRY,3375102120,65,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Tashia Lemon-Guillory
60678,Save the Children Head Start Krotz Springs,386 Todd Avenue,Krotz Springs,ST. LANDRY,3375662275,36,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Karen Higginbotham
60681,All Smiles Childcare Center,1501 State St,Monroe,OUACHITA,3188051245,36,Type III ,Open,1 Y To 3 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,KeAndrea  Welch,
60684,Lil Hero's Learning Academy,61367 Airport rd,Slidell,ST. TAMMANY,9856743030,65,Type III ,Open,06 W To 12 Y,Monday From: 06:30 To: 18:30 / Tuesday From: 06:30 To: 18:30 / Wednesday From: 06:30 To: 18:30 / Thursday From: 06:30 To: 18:30 / Friday From: 06:30 To: 18:30,Roberta Dewitt,
60686,E and A Village Early Learning Center,82365 Highway 25,Folsom,ST. TAMMANY,9857964263,35,Type III ,Open,4 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Eva  Watson,
60688,Little Hands Childcare LLC,1514 Natchez Ln,La Place,ST. JOHN,5042208596,6,Family Home ,Open,8 W To 12 Y,Monday From: 06:00 To: 23:00 / Tuesday From: 06:00 To: 23:00 / Wednesday From: 06:00 To: 23:00 / Thursday From: 06:00 To: 23:00 / Friday From: 06:00 To: 23:00,,
60689,Save the Children Head Start Lebeau,6656 Highway 10,LeBeau,ST. LANDRY,3376234715,51,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Rebecca Haynes
60690,Save the Children Head Start Melville,220 Landrum Street,Melville,ST. LANDRY,3376233490,62,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Jenise  Alfred
60691,Simon Learning Camp,1301 Enterprise Blvd,Lake Charles,CALCASIEU,3376026725,24,Type II ,Open,2 Y To 7 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Ladonna Simon,
60692,Corban Early Childhood Center,18151 Hoo Shoo Too Rd,Baton Rouge,EAST BATON ROUGE,2256157766,174,Type II ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Amanda Lemoine; Monique Wyre,
60693,Save the Children Head Start Port Barre,1321 Saizan Ave,Port Barre,ST. LANDRY,3375856265,118,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Angela Andrus
60694,Save the Children Head Start Opelousas,910 Martin Luther King Street,Opelousas,ST. LANDRY,3374678795,306,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica Arvie,Benitaa  Kennerson
60712,Young Learning Academy Ferriday,213 Serio Blvd,Ferriday,CONCORDIA,3184377066,36,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Frances  Freeman,
60716,Stephanie Cage,147 Parkwood Dr,Alexandria,RAPIDES,3183086942,6,Family Home ,Open,1 Y To 4 Y,Monday From: 07:00 To: 19:00 / Tuesday From: 07:00 To: 19:00 / Wednesday From: 07:00 To: 19:00 / Thursday From: 07:00 To: 19:00 / Friday From: 07:00 To: 19:00,,
60717,Save the Children Head Start Washington,688 Highway 10,Washington,ST. LANDRY,3378263828,60,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 14:30 / Tuesday From: 07:30 To: 14:30 / Wednesday From: 07:30 To: 14:30 / Thursday From: 07:30 To: 14:30 / Friday From: 07:30 To: 14:30,Erica  Arvie,Cynthia Sylvester
60721,Danielle Wyesia Washington,60 Cabuck Ln,Rayville,RICHLAND,3183342092,6,Family Home ,Open,0 Y To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,,
60724,The Friendly Hive Learning Center,1051 Ronald Reagan Hwy,Covington,ST. TAMMANY,9852349854,34,Type III ,Open,8 W To 10 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Sadie Martinez,
60725,Let's Geaux Learners Childcare Center,1215 S Flannery Rd,Baton Rouge,EAST BATON ROUGE,2252505266,41,Type III ,Open,6 W To 5 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Anthia Collins,
60729,Trinity Nursery,1315 Jackson Ave,New Orleans,ORLEANS,5046200766,10,Type I ,Open,6 W To 1 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Meredith Duke; Elise Williams,
60750,Waukesha Wilson,47360 Rufus Bankston Rd,Tickfaw,TANGIPAHOA,9854749246,6,Family Home ,Open,1 M To 4 Y,Monday From: 06:00 To: 17:00 / Tuesday From: 06:00 To: 17:00 / Wednesday From: 06:00 To: 17:00 / Thursday From: 06:00 To: 17:00 / Friday From: 06:00 To: 17:00,,
60753,Kinder Preparatory Scholar's Academy,122 W Pine St,Lafayette,LAFAYETTE,3373451416,21,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Keona Thibeaux,
60756,Angela Adams,1604 Cooper Lake Rd Apt 4,Bastrop,MOREHOUSE,3182817685,6,Family Home ,Open,1 M To 12 Y,Monday From: 06:00 To: 18:30 / Tuesday From: 06:00 To: 18:30 / Wednesday From: 06:00 To: 18:30 / Thursday From: 06:00 To: 18:30 / Friday From: 06:00 To: 18:30,,
60757,Bayou Babies Academy of Welsh,103 S Elms St,Welsh,JEFFERSON DAVIS,3379304222,30,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,Tiffany Ceasar,Malina Lavergne; Alexia Miller; Katlynn Rystad; Kaitlyn Nunez
60759,Lillie Franklin,42465 Baystone Ave,Prairieville,ASCENSION,5045180345,6,Family Home ,Open,4 W To 13 Y,Monday From: 05:00 To: 18:00 / Tuesday From: 05:00 To: 18:00 / Wednesday From: 05:00 To: 18:00 / Thursday From: 05:00 To: 18:00 / Friday From: 05:00 To: 18:00,,
60760,K3 Learning Centers Inc,1305 Airline Dr,Bossier City,BOSSIER,3184597101,37,Type III ,Open,6 W To 4 Y,Monday From: 06:30 To: 17:00 / Tuesday From: 06:30 To: 17:00 / Wednesday From: 06:30 To: 17:00 / Thursday From: 06:30 To: 17:00 / Friday From: 06:30 To: 17:00,Natalene  Broughton,
60761,Explore and Learn Child Development Center,118 N Richardson St,Hammond,TANGIPAHOA,9855436650,116,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:00 / Tuesday From: 06:30 To: 17:00 / Wednesday From: 06:30 To: 17:00 / Thursday From: 06:30 To: 17:00 / Friday From: 06:30 To: 17:00,Devonda Warren,Darnell Whittington; Lasonya Fields
60766,A+ Preschool,900 Briarwood Dr,New Iberia,IBERIA,3372412691,37,Type III ,Open,6 W To 12 Y,Monday From: 06:45 To: 17:30 / Tuesday From: 06:45 To: 17:30 / Wednesday From: 06:45 To: 17:30 / Thursday From: 06:45 To: 17:30 / Friday From: 06:45 To: 17:30,Ernestine Sophus,
60770,Lily Pads Early Learning Center,5956 Federal 80 Hwy,Rayville,RICHLAND,3187281063,32,Type III ,Open,0 M To 12 Y,Monday From: 06:30 To: 21:00 / Tuesday From: 06:30 To: 21:00 / Wednesday From: 06:30 To: 21:00 / Thursday From: 06:30 To: 21:00 / Friday From: 06:30 To: 21:00 / Saturday From: 06:30 To: 21:00,Emma Cowart,
60773,Tia Lavergne,902 Anthony Dr,Sulphur,CALCASIEU,3372920867,6,Family Home ,Open,6 W To 6 Y,Monday From: 07:00 To: 18:00 / Tuesday From: 07:00 To: 18:00 / Wednesday From: 07:00 To: 18:00 / Thursday From: 07:00 To: 18:00 / Friday From: 07:00 To: 18:00,,
60777,Fontainebleau Children's Academy Baton Rouge,15134 Old Hammond Highway,Baton Rouge,EAST BATON ROUGE,2252756272,165,Type III ,Open,6 W To 16 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Justine Castille; Sara Trautman,
60779,St. Therese Little Flower School Of Early Learning,1233 Attakapas Dr,Opelousas,ST. LANDRY,3379480036,43,Type II ,Open,12 M To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Pamela Olson; Pamela Olson,
60780,Educators for Quality Alternatives,12000 Hayne Blvd Bldg E,New Orleans,ORLEANS,5044356545,17,Type III ,Open,6 W To 3 Y,Monday From: 07:30 To: 17:00 / Tuesday From: 07:30 To: 17:00 / Wednesday From: 07:30 To: 17:00 / Thursday From: 07:30 To: 17:00 / Friday From: 07:30 To: 17:00,Shannon Jones; Dana Payton,
60781,Deedees Learning Center LLC,32145 LA Highway 16,Denham Springs,LIVINGSTON,2254359277,33,Type III ,Open,1 Y To 10 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Dion  Brown,
60783,Kehoe-France Early Childhood Center,717 Elise Ave,Metairie,JEFFERSON,5047330472,115,Type II ,Open,8 W To 13 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Emily Poche; Tanya Price; Tanya Price,Lisa Roch; Kelsey Schmitt; Jennifer Pace; Amanda  LaFrance
60785,Tiffany S Meyers,10421 St Clara Ave,Port Allen,WEST BATON ROUGE,2252681304,6,Family Home ,Open,12 W To 3 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,,
60787,A Place To Learn LLC,740 Reed Ave,Eunice,ST. LANDRY,3376037048,22,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 18:00 / Tuesday From: 07:00 To: 18:00 / Wednesday From: 07:00 To: 18:00 / Thursday From: 07:00 To: 18:00 / Friday From: 07:00 To: 18:00,Cynthia Feucht; Sybil Neville,
60788,Raschunda Roshell,2213 Shed Rd Apt 184,Bossier City,BOSSIER,3182200516,6,Family Home ,Open,1 Y To 12 Y,Monday From: 00:00 To: 23:59 / Tuesday From: 00:00 To: 23:59 / Wednesday From: 00:00 To: 23:59 / Thursday From: 00:00 To: 23:59 / Friday From: 00:00 To: 23:59 / Saturday From: 00:00 To: 23:59 / Sunday From: 00:00 To: 23:59,,
60790,LaToya R Robinson,48381 Red Fox Dr,Hammond,TANGIPAHOA,9855514037,6,Family Home ,Open,1 Y To 8 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,,
60791,Kids World Academy,1902 E Prien Lake Rd,Lake Charles,CALCASIEU,3377646607,45,Type III ,Open,2 Y To 5 Y,Monday From: 06:30 To: 19:30 / Tuesday From: 06:30 To: 19:30 / Wednesday From: 06:30 To: 19:30 / Thursday From: 06:30 To: 19:30 / Friday From: 06:30 To: 19:30,Vanessa Bell,jamal bell
60794,Latanza Lebrun,140 MANSFIELD ESTATES,Grambling,LINCOLN,3182434011,6,Family Home ,Open,6 W To 12 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,,
60795,Kidsville Early Learning Center,2265 Court St,Port Allen,WEST BATON ROUGE,2254211575,44,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Veronica Thomas Williams,
60796,SONIA COLEMAN DRAPER,2506 Belmont Blvd,Bossier City,BOSSIER,3183179511,6,Family Home ,Open,0 W To 5 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,,
60800,Rising Starz Academy,400 Avenue A,Marrero,JEFFERSON,3053164278,42,Type II ,Open,1 Y To 5 Y,Monday From: 00:00 To: 23:59 / Tuesday From: 00:00 To: 23:59 / Wednesday From: 00:00 To: 23:59 / Thursday From: 00:00 To: 23:59 / Friday From: 00:00 To: 23:59 / Saturday From: 00:00 To: 23:59 / Sunday From: 00:00 To: 23:59,Cheary Heath,
60801,West Ascension Early Learning Center,318 Mississippi Street,Donaldsonville,LAFOURCHE,2252571308,73,Type III ,Open,6 W To 3 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Heidi Trosclair,Mistie Lasseigne
60802,Patricia Bernard,111 Verdun St,Lafayette,LAFAYETTE,3372556040,6,Family Home ,Open,0 M To 4 Y,Monday From: 08:00 To: 17:00 / Tuesday From: 08:00 To: 17:00 / Wednesday From: 08:00 To: 17:00 / Thursday From: 08:00 To: 17:00 / Friday From: 08:00 To: 17:00,,
60803,Keianna Sheree Johnson,5371 N Foster Dr Apt D,Baton Rouge,EAST BATON ROUGE,2252008966,6,Family Home ,Open,6 W To 4 Y,Monday From: 05:00 To: 17:00 / Tuesday From: 05:00 To: 17:00 / Wednesday From: 05:00 To: 17:00 / Thursday From: 05:00 To: 17:00 / Friday From: 05:00 To: 17:00,,
60805,Gingerbread House Creative Learning Center II,606 Rue De Lion,New Iberia,IBERIA,3373645072,51,Type II ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Logan Louviere,
60808,Teresa Jones,1986 Wafer Rd,Ruston,LINCOLN,3182430747,6,Family Home ,Open,8 M To 13 Y,Monday From: 09:30 To: 18:30 / Tuesday From: 09:30 To: 18:30 / Wednesday From: 09:30 To: 18:30 / Thursday From: 09:30 To: 18:30 / Friday From: 09:30 To: 18:30,,
60809,Academy of the Sacred Heart - ASHFIN COTTAGE,4521 Saint Charles Ave,New Orleans,ORLEANS,5042691207,28,Type I ,Open,6 W To 3 Y,Monday From: 07:15 To: 17:45 / Tuesday From: 07:15 To: 17:45 / Wednesday From: 07:15 To: 17:45 / Thursday From: 07:15 To: 17:45 / Friday From: 07:15 To: 17:45,Elvina Candaso,Lacey Neill
60810,DIANNE MCMURRAY,207 N. BERNARD ST,Ruston,LINCOLN,3182023500,6,Family Home ,Open,6 W To 3 Y,Monday From: 06:30 To: 17:00 / Tuesday From: 06:30 To: 17:00 / Wednesday From: 06:30 To: 17:00 / Thursday From: 06:30 To: 17:00 / Friday From: 06:30 To: 17:00,,
60812,Palm Angels Academy,3329 Florida Ave,Kenner,JEFFERSON,5044702471,87,Type III ,Open,3 M To 5 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 18:30 / Thursday From: 07:30 To: 18:30 / Friday From: 07:30 To: 18:30,Iesha Taylor,
60817,My Kidzone Childcare Early Learning Center,3086 N Foster Dr,Baton Rouge,EAST BATON ROUGE,2252560474,43,Type III ,Open,6 W To 12 Y,Monday From: 05:30 To: 18:00 / Tuesday From: 05:03 To: 18:00 / Wednesday From: 05:30 To: 18:00 / Thursday From: 05:30 To: 18:00 / Friday From: 05:30 To: 18:00,Daketta Lyles,
60820,Lil Ladybug Daycare and Learning Academy,2244 Westmere St,Harvey,JEFFERSON,5043191186,6,Family Home ,Open,6 M To 5 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 13:00,,
60821,The Playground of Grand Lake LLC,10002 Gulf Hwy,Lake Charles,CAMERON,3379055090,90,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Elizabeth Smith,
60823,Little Steps of Faith Child Enrichment Center,575 Highway 531,Minden,WEBSTER,3182993839,88,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Mandi Frye,
60826,Cornerstone Childcare,773 Walker Road,Jonesboro,JACKSON,3182371583,21,Type III ,Open,6 W To 4 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Misti Broadway,
60831,Honeycomb Preschool Pearl River,64486 Highway 41,Pearl River,ST. TAMMANY,9852509010,108,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Amber  Holmes,
60832,Giggles and Hugs Learning Center,4230 Shreveport Hwy,Pineville,RAPIDES,3187042300,137,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Patricia Hebert,Rhonda Briggs
60834,"Bowman Day Care Center, LLC",603 Gregory St,Vidalia,CONCORDIA,3184143057,43,Type II ,Open,3 M To 15 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Felicia Bowman,
60836,The Alfred G. Rayner Learning Center,3354 Kleinert Ave,Baton Rouge,EAST BATON ROUGE,2259246772,145,Type I ,Open,3 M To 5 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Latonia Douglas,
60837,Denesha Rideaux,90 N Luke St Apt 203M,Lafayette,LAFAYETTE,3372906467,6,Family Home ,Open,6 W To 12 Y,Monday From: 06:00 To: 19:00 / Tuesday From: 06:00 To: 19:00 / Wednesday From: 06:00 To: 19:00 / Thursday From: 06:06 To: 19:00 / Friday From: 06:00 To: 19:00 / Saturday From: 06:00 To: 15:00,,
