Type,License #,Name,Address,City,Zip,Phone,Email,Ages Served,Total Capacity,Capacity Under 3,Expiration Date,Legal Operator (LO),Address (LO),City (LO),Zip (LO)
Child Care Center,DCCC.70532,PARK AVENUE EARLY CHILDHOOD CENTER,29 PARK AVE,DANBURY,06810-6413,203-942-4256,scottr@cifc.org,3 years-5 years,124,0,12/31/27,CONNECTICUT INSTITUTE FOR COMMUNITIES INC,"120 Main Street, 4th Floor",DANBURY,06810-7834
Child Care Center,DCCC.70534,THE LEARNING EXPERIENCE - WETHERSFIELD,88 EXECUTIVE SQ,WETHERSFIELD,06109-3803,860-785-8899,wethersfield@tlechildcare.com,6 weeks-6 years,119,64,1/31/28,CREATIVE KIDS CARE LLC,3 GRASSY HILL RD,CROMWELL,06416-1050
Child Care Center,DCCC.70536,STRONG FOUNDATIONS,550 HARTFORD TPKE,VERNON ROCKVILLE,06066-5017,860-870-5997,info@strongfoundationsct.com,6 weeks-15 years,93,8,1/31/28,STRONG FOUNDATIONS LLC,PO BOX 436,TOLLAND,06084-0436
Child Care Center,DCCC.70537,THE LITCHFIELD SCHOOL HOUSE,21 TORRINGTON RD,LITCHFIELD,06759-2701,860-307-8557,thelitchfieldschoolhouse@gmail.com,3 years-7 years,19,0,1/31/28,HOTCHKISS CASSANDRA,123 GOODHOUSE RD,LITCHFIELD,06759
Child Care Center,DCCC.70538,CUB ACADEMY,316 N MAIN ST STE 1,SOUTHINGTON,06489-2524,860-276-0123,jaclyn@southingtoncubacademy.com,6 weeks-5 years,55,34,2/29/28,C 6 LLC,95 BLUEBIRD DR,NAUGATUCK,06770-5106
Child Care Center,DCCC.70539,OUR LADY OF MOUNT CARMEL CHILD CARE CENTER,656 CONGRESS AVE,WATERBURY,06708-4155,203-755-8278,fran.corona@mtcarmelschool.net,6 weeks-3 years,32,32,2/29/28,CHURCH OF OUR LADY OF MOUNT CARMEL INC,785 HIGHLAND AVE,WATERBURY,06708-4116
Child Care Center,DCCC.70540,THE GODDARD SCHOOL - FAIRFIELD,1280 STRATFIELD RD,FAIRFIELD,06825-1315,203-496-5500,fairfieldct@goddardschools.com,6 weeks-12 years,168,58,2/29/28,ANDAIL III LLC,1280 STRATFIELD RD,FAIRFIELD,06825-1315
Child Care Center,DCCC.70541,RIGHT AT SCHOOL AT RIDGE HILL,120 CAREW RD,HAMDEN,06517-2906,203-993-5938,michelle.higgins@rightatschool.com,5 years-12 years,72,0,3/31/28,RIGHT AT SCHOOL LLC,622 DAVIS ST,EVANSTON,60201-4491
Child Care Center,DCCC.70542,STEPPING STONES DISCOVERY & DEVELOPMENT CENTER,177 PLEASANT VALLEY RD S,GROTON,06340-3323,860-446-0441,lagudelo.ssddc@gmail.com,6 weeks-12 years,36,19,3/31/28,LLA SERVICES LLC,82 JEROME RD APT 2-2,UNCASVILLE,06382-2338
Child Care Center,DCCC.70544,BRIGHT BEGINNINGS EARLY CHILDHOOD PROGRAM - WESTPORT,49 WESTON RD,WESTPORT,06880-1233,203-557-6235,bbwestport@bbecp.com,6 weeks-12 years,76,48,3/31/28,BRIGHT BEGINNINGS EARLY CHILDHOOD PROGRAM INC,430 HIGH RIDGE RD,STAMFORD,06905-3020
Child Care Center,DCCC.70545,MAPLE HILL MONTESSORI SCHOOL OF REDDING,25 CROSS HWY,REDDING,06896-2403,203-938-9346,jodi@maplehillmontessori.com,18 months-6 years,41,9,4/30/28,MAPLE HILL MONTESSORI SCHOOL OF REDDING LLC,63 GOODRIDGE RD,REDDING,06896-2623
Child Care Center,DCCC.70546,PRESCHOOL OF THE ARTS - TOLLAND STAGE ROAD,684 TOLLAND STAGE RD,TOLLAND,06084-3002,860-875-7195,bookkeeperpsa@gmail.com,6 weeks-12 years,46,16,4/30/28,REID HOLDINGS LLC,231 OLD STAFFORD RD,TOLLAND,06084-2500
Child Care Center,DCCC.70548,PRESCHOOL OF THE ARTS - HARTFORD TPKE,68 HARTFORD TPKE,TOLLAND,06084-2866,860-875-4847,ebfrontdesk1@gmail.com,6 weeks-6 years,91,44,4/30/28,REID HOLDINGS LLC,231 OLD STAFFORD RD,TOLLAND,06084-2500
Child Care Center,DCCC.70549,PRESCHOOL OF THE ARTS - ELLINGTON,20 CHURCH ST,ELLINGTON,06029-3302,860-871-7332,psaellington@comcast.net,6 weeks-8 years,31,12,4/30/28,REID HOLDINGS LLC,231 OLD STAFFORD RD,TOLLAND,06084-2500
Child Care Center,DCCC.70550,LITTLE HOOTS DAYCARE,130 OLD TOWN RD,VERNON ROCKVILLE,06066-2322,860-593-6490,lola0314@hotmail.com,6 weeks-12 years,35,17,6/30/28,FRISBIE LAUREN,12 CARTER DR,TOLLAND,06084-3215
Child Care Center,DCCC.70553,LITTLE STEPS DAYCARE,575 MONROE TPKE,MONROE,06468-2310,203-590-3638,little.steps.childdaycare@gmail.com,6 weeks-10 years,39,23,7/31/28,LITTLE STEPS DAYCARE LLC,575 MONROE TPKE,MONROE,06468-2310
Child Care Center,DCCC.70555,SHELTON STRONG START EARLY CARE & EDUCATION,901 BRIDGEPORT AVE,SHELTON,06484-4624,203-242-8233,christina@astrongstart.com,6 weeks-12 years,184,104,7/31/28,SHELTON STRONG START EARLY CARE & EDUCATION LLC,56 QUARRY RD,TRUMBULL,06611-4874
Child Care Center,DCCC.70556,YMCA LEARNING COMMUNITY @ MASONICARE,22 MASONIC AVE,WALLINGFORD,06492-3048,203-369-4497,ewalter@wallingfordymca.org,6 weeks-5 years,48,32,8/31/28,YOUNG MENS CHRISTIAN ASSOCIATION OF WALLINGFORD INC,81 S ELM ST,WALLINGFORD,06492-4703
Child Care Center,DCCC.70558,THE LEARNING EXPERIENCE - TRUMBULL,2285 RESERVOIR AVE,TRUMBULL,06611-4752,203-220-8959,trumbull@tlechildcare.com,6 weeks-6 years,132,72,8/31/28,WEST 84 LLC,210 HILLSBORO TECHNOLOGY DRIVE,DEERFIELD BEACH,33441
Child Care Center,DCCC.70559,GRAMMY'S GARDEN LEARNING CENTER,925 SULLIVAN AVE STE 4,SOUTH WINDSOR,06074-2080,860-432-2123,corinne@grammysgarden.com,6 weeks-12 years,39,24,8/31/28,LIGHT OF MINE LLC,925 SULLIVAN AVE STE 4,SOUTH WINDSOR,06074-2080
Child Care Center,DCCC.70561,LEDGEWOOD PRIVATE PRESCHOOL,720 THOMASTON RD,WATERTOWN,06795-1524,860-274-5455,ledgewoodprivatepreschool@gmail.com,2 years-12 years,19,8,8/31/28,PAXTON INVESTMENTS LLC,66 PAXTON ST,OAKVILLE,06779
Child Care Center,DCCC.70564,BRIGHTPATH - REDDING BLDG B,20 PORTLAND AVE,REDDING,06896-3111,203-664-8181,wfaticoni@brightpathkids.com,6 weeks-12 years,96,80,9/30/28,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70565,BRIGHTPATH - REDDING BLDG A,20 PORTLAND AVE,REDDING,06896-3111,203-664-8181,wfaticoni@brightpathkids.com,3 years-5 years,49,0,9/30/28,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70566,K J'S EAGLES NEST LEARNING CENTER,553 PLANK RD,WATERBURY,06705-2654,475-233-2918,kjseaglesnest@gmail.com,6 weeks-12 years,44,24,9/30/28,K J'S EAGLES NEST LEARNING CENTER LLC,553 PLANK RD,WATERBURY,06705-2654
Child Care Center,DCCC.70567,STEAMULATING YOUNG MINDS IMAGINATION ACADEMY,246 LENOX AVE,BRIDGEPORT,06605-1978,203-332-1539,info@thesymiproject.org,3 years-12 years,48,0,9/30/28,BRIDGEPORT ORGANIZATION FOR YOUTH SPORTS INC.,246 LENOX AVE,BRIDGEPORT,06605-1978
Child Care Center,DCCC.70570,KIDZ TYME LEARNING CENTER,560 ELLA T GRASSO BLVD,NEW HAVEN,06519-1806,475-331-6125,kidztyme19@gmail.com,6 weeks-12 years,131,80,9/30/28,KIDZ TYME LEARNING CENTER LLC,83 2ND ST,HAMDEN,06514-4711
Child Care Center,DCCC.70574,BYRAM ARCHIBALD NBRHD CTR (BANC) AFTERSCHOOL PROGRAM,25 MEAD AVE,GREENWICH,06830-6812,203-622-7792,christina.nappi@greenwichct.gov,5 years-12 years,100,0,9/30/28,TOWN OF GREENWICH DEPARTMENT OF HUMAN SERVICES,101 FIELD POINT RD,GREENWICH,06830-6463
Child Care Center,DCCC.70575,FAMILY FIRST IN EDUCATION - HAMILTON AVENUE,184 HAMILTON AVE,GREENWICH,06830-3221,203-364-9483,cahumada@familycenters.org,5 years-11 years,44,0,9/30/28,FAMILY CENTERS INC,40 ARCH ST,GREENWICH,06830-6525
Child Care Center,DCCC.70576,CREATIVE KIDS LEARNING CENTER,284 N MAPLE ST,ENFIELD,06082-2362,860-763-5437,SHELLO143@AOL.COM,6 weeks-12 years,52,25,9/30/28,CREATIVE KIDS LEARNING CENTER LLC,284 N MAPLE ST,ENFIELD,06082-2362
Child Care Center,DCCC.70577,KIDS WONDERLAND / CWT RESOLUTION TEEN CENTER,109 BOSTON POST RD,ORANGE,06477-3235,203-522-5382,Kwl_cwt@yahoo.com,3 years-12 years,32,0,9/30/28,KIDS WONDERLAND/ CWT RESOLUTION TEEN CENTER LLC,109 BOSTON ROAD,ORANGE,06477
Child Care Center,DCCC.70578,KID'S KORNER AT GILDERSLEEVE SCHOOL,565 MAIN ST,PORTLAND,06480-1103,860-343-6247,ccrane@midymca.org,5 years-12 years,56,0,9/30/28,YMCA OF NORTHERN MIDDLESEX COUNTY INC.,99 UNION ST,MIDDLETOWN,06457-3427
Child Care Center,DCCC.70580,LEARNING STEPS,4 W GRANBY RD,GRANBY,06035-2117,860-653-1503,learningstepspcc@gmail.com,6 weeks-12 years,62,32,10/31/28,LEARNING STEPS LLC,117 BURLINGTON AVE,BRISTOL,06010-4212
Child Care Center,DCCC.70581,LITTLE BLESSINGS CHRISTIAN CHILDCARE CENTER,503 OLD TOLL RD,MADISON,06443-1836,203-421-2878,director@littleblessingsmadison.com,6 weeks-5 years,51,24,10/31/28,LITTLE BLESSINGS CHRISTIAN CHILDCARE CENTER INC.,503 OLD TOLL RD,MADISON,06443
Child Care Center,DCCC.70582,SONCCA CENTER SCHOOL,50 GREAT OAK RD,OXFORD,06478-1390,203-893-5250,soncca@yahoo.com,5 years-12 years,60,0,10/31/28,SEYMOUR-OXFORD NURSERY & CHILD CARE ASSOC INC,253 BANK STREET,SEYMOUR,06483
Child Care Center,DCCC.70583,SPARK - CROSS ST,120 CROSS ST,NAUGATUCK,06770-4730,203-465-8785,susieg63@sbcglobal.net,5 years-14 years,42,0,10/31/28,SPARK LLC,143 SPENCER ST,NAUGATUCK,06770-4526
Child Care Center,DCCC.70584,FUTURE SCHOLARS,30 CHURCH ST # 60,NAUGATUCK,06770-4112,203-632-8567,futurescholars2019@yahoo.com,6 weeks-13 years,84,44,11/30/28,FUTURE SCHOLARS LLC,60 CHURCH ST,NAUGATUCK,06770-4112
Child Care Center,DCCC.70585,THE LEARNING EXPERIENCE - STAMFORD,421 ATLANTIC ST,STAMFORD,06901-3513,203-595-5271,stamford@tlechildcare.com,6 weeks-8 years,123,72,11/30/28,READ 2 LEARN STAMFORD LLC,4 CLIFF RD,WAYNE,07470-6285
Child Care Center,DCCC.70586,HRA SOUTH STREET EARLY LEARNING CENTER,55 SOUTH ST,BRISTOL,06010-6524,860-584-9307,agriswold@hranbct.org,3 years-5 years,61,0,11/30/28,HUMAN RESOURCES AGENCY OF NEW BRITAIN INC,180 CLINTON STREET,NEW BRITAIN,06053
Child Care Center,DCCC.70587,HRA LAKE AVENUE EARLY LEARNING CENTER,254 LAKE AVE,BRISTOL,06010-7323,860-803-9076,agriswold@hranbct.org,6 weeks-5 years,55,16,11/30/28,HUMAN RESOURCES AGENCY OF NEW BRITAIN INC,180 CLINTON STREET,NEW BRITAIN,06053
Child Care Center,DCCC.70588,SS CYRIL & METHODIUS CHILD DEVELOPMENT CENTER,35 GROTON ST,HARTFORD,06106-2702,860-297-7810,dramos@ccaoh.org,3 years-5 years,57,0,11/30/28,CATHOLIC CHARITIES INC- ARCHDIOCESE OF HARTFORD,839-841 ASYLUM AVENUE,HARTFORD,06105
Child Care Center,DCCC.70589,FIRST STEP LEARNING CENTER 2,765 NORWICH NEW LONDON TPKE,UNCASVILLE,06382-2123,860-892-8222,wetwobunnies@aol.com,6 weeks-12 years,52,32,11/30/28,H AND C LLC,120 ROUTE 32,UNCASVILLE,06382
Child Care Center,DCCC.70591,FAMILY FIRST IN EDUCATION - ELM STREET,180 E ELM ST,GREENWICH,06830-5755,203-816-8461,cahumada@familycenters.org,5 years-12 years,40,0,11/30/28,FAMILY CENTER INC.,40 ARCH ST,GREENWICH,06830-6525
Child Care Center,DCCC.70592,GRACE DAYCARE & LEARNING CENTER,2 SAINT ROCH AVE,GREENWICH,06830-6234,203-517-9547,angelica@gracedaycares.com,3 months-5 years,76,59,12/31/28,GRACE DAYCARE & LEARNING CENTER GREENWICH LLC,369 WASHINGTON BLVD,STAMFORD,06902-6879
Child Care Center,DCCC.70593,ABUNDANCE OF JOY LEARNING CENTER,195 N MAIN ST,ANSONIA,06401,475-777-5901,abundancejoy199@gmail.com,6 weeks-12 years,63,15,12/31/28,LIFE HEALTH AND WELLNESS CENTER INC,195 N MAIN ST,,06401
Child Care Center,DCCC.70596,UPON THIS ROCK ACADEMY,882 GRAND AVE,NEW HAVEN,06511-4922,203-387-1215,utrmacademy@gmail.com,3 years-13 years,32,0,1/31/29,UPON THIS ROCK ACADEMY LLC,882 GRAND AVE,NEW HAVEN,06511-4922
Child Care Center,DCCC.70601,BUILDING BLOCKS EARLY LEARNING CENTER - HAMDEN,40 LONDON DR,HAMDEN,06517-2931,203-281-6602,hmd@blockslearning.com,6 weeks-5 years,95,56,2/28/29,BUILDING BLOCKS EARLY LEARNING CENTER HOLDING LLC,354 MERRIMACK ST STE 270,LAWRENCE,01843-1755
Child Care Center,DCCC.70602,BUILDING BLOCKS EARLY LEARNING CENTER - EAST GRANBY,27 SCHOOL ST,EAST GRANBY,06026-9798,860-844-0440,egr@blockslearning.com,6 weeks-7 years,80,40,3/31/29,BUILDING BLOCKS EARLY LEARNING CENTER HOLDING LLC,354 MERRIMACK ST STE 270,LAWRENCE,01843-1755
Child Care Center,DCCC.70603,BUILDING BLOCKS EARLY LEARNING CENTER - MIDDLETOWN,800 EAST ST,MIDDLETOWN,06457-1738,860-632-2014,mid@blockslearning.com,6 weeks-12 years,122,62,3/31/29,BUILDING BLOCKS EARLY LEARNING CENTER HOLDING LLC,354 MERRIMACK ST STE 270,LAWRENCE,01843-1755
Child Care Center,DCCC.70604,BRIGHT & EARLY NEW MILFORD,204 DANBURY RD,NEW MILFORD,06776-4311,860-350-2445,nicole@brightandearly.com,6 weeks-12 years,124,64,3/31/29,BRIGHT & EARLY NEW MILFORD LLC,204 DANBURY RD,NEW MILFORD,06776
Child Care Center,DCCC.70605,KIDS CASTLE CHILD CARE LEARNING CENTER,10 COMMERCE RD,NEWTOWN,06470-1607,203-270-6771,kidscastlect@gmail.com,6 weeks-12 years,96,48,3/31/29,PITACH DELET DAY CARE CENTERS LLC,777 FEDERAL RD,BROOKFIELD,06804-2038
Child Care Center,DCCC.70607,BUILDING BLOCKS EARLY LEARNING CENTER - AVON,84 W AVON RD,AVON,06001-3531,860-675-1888,avo@blockslearning.com,6 weeks-12 years,124,46,3/31/29,BUILDING BLOCKS EARLY LEARNING CENTER HOLDING LLC,354 MERRIMACK ST STE 270,LAWRENCE,01843-1755
Child Care Center,DCCC.70608,LITTLE TOTS PLAY CARE,50 FITCH ST,NEW HAVEN,06515-1366,347-731-8420,littletotsplaycare@gmail.com,6 weeks-12 years,32,16,3/31/29,AGYEMANG ESTHER,39 ANTHONY ST FL 2,NEW HAVEN,06515-1635
Child Care Center,DCCC.70609,LITTLE ANGELS WORKSHOP,711 NEW BRITAIN AVE,HARTFORD,06106-4040,860-436-0486,littleangelsworkshop@gmail.com,6 weeks-5 years,28,16,4/30/29,BLAKE-WALLACE JENESSA,122 ROCKWELL AVE,BLOOMFIELD,06002-3218
Child Care Center,DCCC.70610,LIGHTBULB MOMENTS EARLY LEARNING CENTER,5 MAGAURAN DR,STAFFORD SPRINGS,06076-4046,860-684-2026,rachaelgeoffrion@lightbulbmomentsllc.com,6 weeks-12 years,58,24,4/30/29,LIGHTBULB MOMENTS EARLY LEARNING CENTER LLC,66 HUNTER LN,ENFIELD,06082-4135
Child Care Center,DCCC.70612,MINDS IN MOTION CHILDCARE,458 DANBURY RD UNIT D6,NEW MILFORD,06776,860-799-0735,mindsinmotionchildcare@yahoo.com,6 weeks-12 years,48,8,4/30/29,MINDS IN MOTION CHILDCARE LLC,19 BALL POND RD,NEW FAIRFIELD,06812-4921
Child Care Center,DCCC.70613,NEW FAIRFIELD BRIGHT BEGINNINGS,74  RT 37,NEW FAIRFIELD,06812,203-746-5994,andreia@nfbrightbeginnings.com,6 weeks-12 years,170,58,4/30/29,PEREIRA HOLDINGS INC,74  ROUTE 37,,06812
Child Care Center,DCCC.70614,THE LEARNING DEN,174 WILLIMANTIC RD,CHAPLIN,06235-2511,860-465-9871,learningdendirector@gmail.com,6 weeks-12 years,40,24,5/31/25,THE LEARNING DEN LLC,PO BOX 131,CHAPLIN,06235-0131
Child Care Center,DCCC.70616,NEW BEGINNINGS EARLY LEARNING CENTER - BRISTOL,1168 FARMINGTON AVE,BRISTOL,06010-4752,860-261-7658,djmb24@hotmail.com,6 weeks-12 years,52,32,6/30/25,NEW BEGINNINGS EARLY LEARNING CENTER LLC,70 FOREST ST,HARTFORD,06105-3204
Child Care Center,DCCC.70617,FARNAM NURSERY SCHOOL,162 FILLMORE ST,NEW HAVEN,06513-3056,203-562-9194,sgupta@cliffordbeers.org,3 years-5 years,74,0,6/30/25,CLIFFORD BEERS GUIDANCE CLINIC INC,93 EDWARDS ST,NEW HAVEN,06511-3933
Child Care Center,DCCC.70619,THE LITTLE LOG SCHOOL HOUSE,242 BITGOOD RD,JEWETT CITY,06351-1506,860-376-4975,wetwobunnies@aol.com,6 weeks-12 years,36,16,7/31/25,ADALEAH'S LLC,242 BITGOOD RD,JEWETT CITY,06351-1506
Child Care Center,DCCC.70620,CENTER FOR EARLY CHILDHOOD EDUCATION AT QUINEBAUG VALLEY,742 UPPER MAPLE ST,DANIELSON,06239-1436,860-617-0112,Cynthia.shirshac@ctstate.edu,3 years-5 years,25,0,7/31/25,STATE OF CONNECTICUT QUINEBAUG VALLEY COMMUNITY COLLEGE,742 UPPER MAPLE STREET,DANIELSON,06239
Child Care Center,DCCC.70621,ELITE LEARNING ACADEMY,471 GLENBROOK RD,STAMFORD,06906-1820,347-595-9447,rubyslittlegemsct@gmail.com,6 weeks-5 years,32,16,8/31/25,ELITE LEARNING ACADEMY LLC,143 MULBERRY ST,STAMFORD,06907-1718
Child Care Center,DCCC.70622,ECC OSBORN HILL B/A SCHOOL PROGRAM,760 STILLSON RD,FAIRFIELD,06824-3154,203-459-9700,georget@eastoncc.com,5 years-12 years,100,0,9/30/25,EASTON COMMUNITY CENTER INC,364 SPORT HILL RD,EASTON,06612-1714
Child Care Center,DCCC.70623,BRIGHT HORIZONS AT GREENWICH,75 HOLLY HILL LN,GREENWICH,06830-6098,203-413-1800,greenwichct@brighthorizons.com,6 weeks-12 years,122,64,9/30/25,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2 WELLS AVE,NEWTON CENTER,02459-3225
Child Care Center,DCCC.70625,PRECIOUS TREASURERS ACADEMY,999 FOXON RD STE 2 & 3,NORTH BRANFORD,06471,203-208-4164,ptacademy2020@gmail.com,6 weeks-10 years,29,24,9/30/25,PRECIOUS TREASURERS ACADEMY LLC,107 HEMINGWAY AVE APT M,EAST HAVEN,06512-3462
Child Care Center,DCCC.70628,QUIET CORNER MONTESSORI SCHOOL,42 CAMP RD,WOODSTOCK VALLEY,06282-1901,860-977-4002,holly@qcmschool.com,3 years-7 years,20,0,10/31/25,QUIET CORNER MONTESSORI SCHOOL LLC,PO BOX 192,EAST WOODSTOCK,06244-0192
Child Care Center,DCCC.70629,BRIGHT MINDS LEARNING CENTER,637 NEWFIELD AVE,STAMFORD,06905-3304,203-609-4229,brightmindslc2021@gmail.com,6 weeks-5 years,24,24,10/31/25,BRIGHT MINDS LEARNING CENTER LLP,5 SHAMROCK LN,NORWALK,06850-3107
Child Care Center,DCCC.70631,BABY BEE'S PLAY AND LEARN CENTER,1075 MAIN ST,NEWINGTON,06111-2917,860-500-7484,babybeesnewington@gmail.com,18 months-12 years,45,8,10/31/25,BABY BEE'S PLAY AND LEARN CENTER LLC,38 HAYES RD,SOUTH WINDSOR,06074
Child Care Center,DCCC.70632,THE LEARNING EXPERIENCE - FAIRFIELD,1375 KINGS HWY,FAIRFIELD,06824-5318,203-331-8566,fairfield@tlechildcare.com,6 weeks-8 years,139,99,10/31/25,AD LEARNING FF LLC,100 COLTON RD,GLASTONBURY,06033-3960
Child Care Center,DCCC.70634,YWCA KIDSLINK SMITH SCHOOL,64 SAINT JAMES ST,WEST HARTFORD,06119-2325,860-559-9130,tinag@ywcahartford.org,3 years-12 years,74,0,11/30/25,YWCA HARTFORD REGION INC,135 BROAD ST,HARTFORD,06105-3718
Child Care Center,DCCC.70635,OVER THE RAINBOW II,700 HARTFORD TPKE,HAMDEN,06517-2214,203-230-8449,info@overtherainbowkids.com,6 weeks-12 years,78,47,1/31/26,LIL MUNCHKINS LLC,30 FAYE LN,SOUTHINGTON,06489-4610
Child Care Center,DCCC.70636,THE LEARNING EXPERIENCE - NEWINGTON,395 WILLARD AVE,NEWINGTON,06111,860-500-7031,newington@tlechildcare.com,6 weeks-8 years,136,64,1/31/26,WEST84ATNEWINGTON LLC,395 WILLARD AVE,NEWINGTON,06111-2341
Child Care Center,DCCC.70637,GINGERBREAD HOUSE OF WOODMONT,16 DIXON ST,MILFORD,06460-8014,203-877-0575,katina@mygbhouse.com,6 weeks-5 years,78,32,1/31/26,GINGERBREAD HOUSE OF WOODMONT LLC,73 WALNUT ST,MILFORD,06461-2659
Child Care Center,DCCC.70641,BABY BEE'S PLAY AND LEARN CENTER 3,89 WEST RD STE 6,ELLINGTON,06029-3718,860-454-4282,babybeesdirector@gmail.com,6 weeks-12 years,81,41,3/31/26,BABY BEE'S PLAY AND LEARN CENTER LLC,38 HAYES RD,SOUTH WINDSOR,06074
Child Care Center,DCCC.70642,PLAY TO LEARN CHILDCARE - CHESHIRE,200 MANSION RD,CHESHIRE,06410-3404,203-806-1043,plccheshire@gmail.com,6 weeks-5 years,30,8,3/31/26,PLAY TO LEARN CHILDCARE LLC,31 FAUCETT ST,STAMFORD,06906-2009
Child Care Center,DCCC.70643,PRECISELY PANDAS CHILDCARE CENTER,1033 JOHN FITCH BLVD,SOUTH WINDSOR,06074-2425,860-245-1285,preciselypandas@gmail.com,6 weeks-12 years,35,22,4/30/26,PRECISELY PANDAS LLC,131 JACQUELINE DR,MANCHESTER,06040-7071
Child Care Center,DCCC.70644,RISE AND SHINE NURSERY AND PRE K ACADEMY,21 NEWFIELD AVE,HARTFORD,06106,860-357-8740,riseandshine@daycarellc.org,6 weeks-5 years,39,23,4/30/26,RISE AND SHINE DAYCARE LLC,107 HARVARD ST,HARTFORD,06106-4519
Child Care Center,DCCC.70645,THE LEARNING CENTER,131 LEEDER HILL DR #1,HAMDEN,06517,475-655-2488,131Learningcenter@gmail.com,6 weeks-12 years,116,48,4/30/26,MAMA BEAR CUBBY CARE LLC,110 BLUE HILLS AVE,HAMDEN,06514-3412
Child Care Center,DCCC.70647,GROWING SEEDS ACADEMY,117 OLD STATE RD,BROOKFIELD,06804-2535,203-917-1477,Director@growingseed.one,6 weeks-6 years,136,90,4/30/26,GROWING SEEDS ACADEMY LLC,117 OLD STATE RD,BROOKFIELD,06804-2535
Child Care Center,DCCC.70648,CHILDREN OF AMERICA WETHERSFIELD,1199 SILAS DEANE HWY,WETHERSFIELD,06109-4301,959-223-2100,coawethersfieldct@childrenofamerica.com,6 weeks-12 years,140,60,5/31/26,CHILDREN OF AMERICA (WETHERSFIELD) LLC,5300 ATLANTIC AVE STE 700,DELRAY BEACH,33484-8833
Child Care Center,DCCC.70649,ACADEMY OF EARLY LEARNING,205 ACADEMY RD,CHESHIRE,06410-2845,203-806-1353,academyoel@gmail.com,6 weeks-6 years,47,27,6/30/26,ACADEMY OF EARLY LEARNING LLC,65 HIDDEN HILLS DR,SOUTHINGTON,06489-1608
Child Care Center,DCCC.70650,ACADEMY OF ART & LEARNING @375,375 HARTFORD TPKE,VERNON ROCKVILLE,06066-4842,860-604-0356,paulinefortier651@comcast.net,6 weeks-12 years,160,54,6/30/26,ACADEMY OF ART AND LEARNING CHILDCARE CENTER LLC,651 TOLLAND STAGE RD,TOLLAND,06084-2926
Child Care Center,DCCC.70651,STERLING HOUSE AT ERIN'S GYM,2283 MAIN ST,STRATFORD,06615-5920,203-378-2606,esullivan@sterlinghousecc.org,5 years-12 years,50,0,6/30/26,STERLING HOUSE COMMUNITY CENTER INC,2283 MAIN ST,STRATFORD,06615-5920
Child Care Center,DCCC.70653,BRIGHT BEGINNINGS CHILDCARE CENTER HQ,110 HIGH ST,ENFIELD,06082-3532,860-741-0002,melissatetro@yahoo.com,6 weeks-12 years,84,39,6/30/26,TETRO CORP.,1537 KING ST,ENFIELD,06082-5803
Child Care Center,DCCC.70655,THREE LITTLE BEARS DAY CARE,2004 E MAIN ST,BRIDGEPORT,06610-1902,203-610-2699,threelittlebearsdaycarebpt@gmail.com,6 weeks-5 years,38,21,7/31/26,THREE LITTLE BEARS DAY CARE LLC,PO BOX 2087,SHELTON,06484-1087
Child Care Center,DCCC.70656,EARLY CHILDHOOD EDUCATION CENTER AT TEMPLE SINAI,458 LAKESIDE DR,STAMFORD,06903-5021,203-322-1649,ECEC@TEMPLESINAISTAMFORD.ORG,6 weeks-5 years,42,24,8/31/26,TEMPLE SINAI,458 LAKESIDE DR,STAMFORD,06903-5021
Child Care Center,DCCC.70657,HOPE PRESCHOOL,2 CHURCH ST,DEEP RIVER,06417-2003,860-391-1093,hopepreschoolllc@gmail.com,3 years-5 years,48,0,8/31/26,HOPE PRESCHOOL LLC,391 MAIN ST APT 204,DEEP RIVER,06417-2016
Child Care Center,DCCC.70658,CCSU DROP-IN CHILD CARE CENTER,1615 STANLEY ST,NEW BRITAIN,06053-2439,860-832-2103,kellymccarthy@ccsu.edu,3 years-12 years,48,0,8/31/26,CENTRAL CONNECTICUT STATE UNIVERSITY,1615 STANLEY STREET,NEW BRITAIN,06050
Child Care Center,DCCC.70659,FIRST IMPRESSIONS LEARNING ACADEMY,758R COLONEL LEDYARD HWY,LEDYARD,06339-1570,860-794-7069,Fila758r@gmail.com,6 weeks-9 years,55,20,8/31/26,FIRST IMPRESSIONS LEARNING ACADEMY LLC,143 MULBERRY ST,STAMFORD,06907-1718
Child Care Center,DCCC.70660,SCHOOL AGE CHILD CARE PROGRAM AT BECK LODGE,14 ALLEN RAYMOND LN,WESTPORT,06880-1918,203-226-8981,kgiglio@westporty.org,5 years-12 years,51,0,8/31/26,WESTPORT/WESTON FAMILY YMCA FOUNDATION INC.,14 ALLEN RAYMOND LN,WESTPORT,06880-1918
Child Care Center,DCCC.70661,BRIGHTPATH - SOUTH WINDSOR,742 ELLINGTON RD,SOUTH WINDSOR,06074-3471,860-254-7777,kmarino@brightpathkids.com,6 weeks-12 years,255,96,9/30/26,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
