Facility Number,Facility Name,Facility Type,Better Beginnings,Address,County,Director,Owner,Phone,Email Address,Website Address,Total Allowed Capacity,Voucher Participant,CACFP Facility,ABC Facility
31432,Mother's Helper Day Care,Licensed Child Care Family Home,Level 0,"418 Carson, Camden, AR, 71701",Ouachita,,Cynthia Porchia,(870) 947-0106,cporchia70@yahoo.com,,10,FALSE,TRUE,FALSE
31407,Discovery Bridge Preschool,Child Care Center,Level 0,"1715 Forest Hills Blvd, Bella Vista, AR, 72715-2340",Benton,Jamie Fort,"Discovery Bridge Preschool, Inc",(479) 208-7878,info@discoverybridge.org,www.discoverybridge.org,85,FALSE,FALSE,FALSE
31364,Boys and Girls Club of Central Arkansas- Penick Unit,Out of School Time,Level 0,"1201 Leisure Place, Little Rock, AR, 72204",Pulaski,Cindy Doramus,Boys and Girls Club of Central Arkansas,(501) 666-5494,kbrown@arclubs.org,,287,FALSE,FALSE,FALSE
31363,Billy Mitchell Boys and Girls Club,Out of School Time,Level 0,"3107 W Capitol Ave, Little Rock, AR, 72205-5832",Pulaski,Cindy Doramus,Boys and Girls Club of Central Arkansas,(501) 666-9486,sriffle@arclubs.org,,198,FALSE,FALSE,FALSE
31361,Boys and Girls Club of Central Arkansas- Dalton Whetstone Unit,Out of School Time,Level 0,"46 Harrow Drive, Little Rock, AR, 72209",Pulaski,Cindy Doramus,Boys and Girls Club of Central Arkansas,(501) 562-4082,mlewis@arclubs.org,,239,FALSE,FALSE,FALSE
31354,Little Steps Childcare Center,Child Care Center,Level 0,"301 D N Jackson, DeWitt, AR, 72042-1827",Arkansas,Ashley Rhodes,Little Steps Childcare Center LLC,(870) 946-5333,littlestepschildcarecenterllc@outlook.com,littlestepschildcarecenterllc@outlook.com,63,FALSE,TRUE,FALSE
31338,His Kids Learning Center,Child Care Center,Level 0,"400 E. C St, Russellville, AR, 72801-4133",Pope,Patricia Brown,His Kid's Preschool LLC,(479) 857-6186,hiskids2015@gmail.com,,61,FALSE,FALSE,FALSE
31321,Sam's Club Kids Club,Child Care Center,Level 0,"2300 SE S St, Bentonville, AR, 72712",Benton,Lauren Floyd,Bright Horizons Childrens Centers Inc,(479) 319-5920,samsclubkidsclub@brighthorizons.com,,199,FALSE,FALSE,FALSE
31299,Tutor U Learning Centers,Child Care Center,Level 0,"7501 Dollarway Rd, White Hall, AR, 71602-3026",Jefferson,Lula Davis,Armstrong Venture Enterprises LLC,(870) 663-4386,acarmstrong83@gmail.com,,168,FALSE,FALSE,FALSE
31298,Tutor U Learning Centers,Out of School Time,Level 0,"7717 Dollarway Rd, White Hall, AR, 71602",Jefferson,Lula Davis,Armstrong Venture Enterprises LLC,(870) 663-4385,acarmstrong83@gmail.com,,42,FALSE,FALSE,FALSE
31297,ACTION ACADEMY LLC,Child Care Center,Level 0,"42 HELTER ROAD, POCAHONTAS, AR, 72455",Randolph,Gina Higginbotham,Action Academy LLC.,(870) 202-2134,higgtherapy@gmail.com,,24,FALSE,FALSE,FALSE
31282,Acorns to Oaks Academy,Child Care Center,Level 0,"1200 W Main, Charleston, AR, 72933",Franklin,Sharon Meador,"McChristian Enterprises, L.L.C.",(479) 965-4188,shannon.mcchristian@yahoo.com,,52,FALSE,FALSE,FALSE
31279,Busy Beez Day Care,Child Care Center,Level 0,"1225 Martin Luther King Dr, Helena, AR, 72342",Phillips,Amanda Gripp,Amanda Gripp,(870) 816-0662,amandajgripp@yahoo.com,,56,FALSE,TRUE,FALSE
31250,AJ's Little Learners,Child Care Center,Level 0,"2502 Walnut Street, Arkadelphia, AR, 71923",Clark,Toriah Woodall,AIGA PORTER,(870) 230-2407,aporter1512@gmail.com,,59,FALSE,FALSE,FALSE
31236,Kidz-R-People-2 Daycare,Licensed Child Care Family Home,Level 0,"261 Hwy 165 North, Dumas, AR, 71639",Desha,,Nancy Mctigrit,(870) 377-0557,kidzrpeople2dc@yahoo.com,,10,FALSE,TRUE,FALSE
31143,SUPER HERO ACADEMY,Licensed Child Care Family Home,Level 0,"1109 Edison Ave, Benton, AR, 72015-4621",Saline,,Brittany Brown,(501) 326-2986,superheroacademy.19@yahoo.com,,16,FALSE,FALSE,FALSE
31097,Unity Martial Arts,Out of School Time,Level 0,"1524 Garfield Dr, Little Rock, AR, 72204-2501",Pulaski,Tanner Critz,Unity Martial Arts LLC,(501) 664-0604,tannercritz@gmail.com,,174,FALSE,FALSE,FALSE
31050,The Hill School,Child Care Center,Level 0,"88 W JOYCE BLVD, FAYETTEVILLE, AR, 72703",Washington,Natalie Mazzanti,Sooie Kidz Nonprofit,(479) 582-3333,natalie@thehillschool.com,https://thehillschool.com/,245,FALSE,FALSE,FALSE
31043,Valley Christian Preschool,Child Care Center,Level 0,"1609 S Dayton Ave, Russellville, AR, 72802-7419",Pope,Sherry Poynter,Community Christian School,(479) 219-5225,director@valleycs.net,,99,FALSE,FALSE,FALSE
31039,My Lil Peeps,Licensed Child Care Family Home,Level 0,"1201 N Granite Ave, Fayetteville, AR, 72704",Washington,,Pamela Coleman,(479) 200-0993,truepraise4u@yahoo.com,,10,FALSE,TRUE,FALSE
31026,"BRIGHTER DAYS LEARNING CENTER, LLC",Child Care Center,Level 0,"267 HWY 18, MANILA, AR, 72442",Mississippi,Samantha Bryan,BRANDEN BRYAN,(870) 822-2110,brighter.horizons.lc.llc@gmail.com,,42,FALSE,TRUE,FALSE
30893,Mid America Science Museum,Out of School Time,Level 0,"500 Mid America, Hot Springs, AR, 71913",Garland,Casey Wiley,Mid America Science Museum,(501) 767-3461,caseyw@midamericamuseum.org,,111,FALSE,FALSE,FALSE
30866,Eagle's Nest Out of School,Out of School Time,Level 0,"146 SOUTH MAIN STREET, STRAWBERRY, AR, 72469",Lawrence,Tracy Minser,Hillcrest School District,(870) 376-5416,tracy.miesner@eagles1.k12.ar.us,,30,FALSE,TRUE,FALSE
30865,Sloan -Hendrix Schools,Out of School Time,Level 0,"#1 GREYHOUND CIRCLE, IMBODEN, AR, 72434",Lawrence,Jennifer Grisham,Sloan-Hendrix Schools Sloan-Hendrix Schools,(870) 869-2384,tblissenbach@sloan-hendrix.com,crorex@sloan-hendrix.com,34,FALSE,TRUE,FALSE
30833,Little Lambs Christian Playskool,Child Care Center,Level 0,"111 Highway 71, Fouke, AR, 71837",Miller,Jessica sanders,Jessica Sanders,(870) 571-5113,cljewa@aol.com,,17,FALSE,TRUE,FALSE
30756,Ms. Nikki's Daycare,Child Care Center,Level 0,"101 W PRIDEMORE DR, LINCOLN, AR, 72744",Washington,Director: Taylor Grimes,Lora Stovall,(479) 824-1212,nikkirr03@hotmail.com,,39,FALSE,FALSE,FALSE
30674,Camp War Eagle Rogers Center,Out of School Time,Level 0,"2609 N STORAGE PARKWAY, ROGERS, AR, 72756",Benton,Greg Taylor,"Camp War Eagle, Inc.",(479) 340-0975,greg@campwareagle.org,,274,FALSE,TRUE,FALSE
30648,Room to Bloom Childrens Center,Child Care Center,Level 0,"770 Cottonwood Rd, Harrison, AR, 72601",Boone,Johanna Parker,"City Kids Studios, Inc",(870) 743-5437,office@rtbkids.com,harrisondaycare.com,160,FALSE,FALSE,FALSE
30612,Eureka Springs Community Center,Out of School Time,Level 0,"156 Greenwood Hollow Rd, Eureka Springs, AR, 72632",Carroll,Trina Lindsey,Eureka Springs Community Center Foundation,(479) 253-8704,director@escommunity.org,,176,FALSE,FALSE,FALSE
30511,CC's Daycare,Licensed Child Care Family Home,Level 0,"568 Bowser Road, Monticello, AR, 71655",Drew,,Camisha Binns,(870) 224-1906,cbinns342@gmail.com,,10,FALSE,TRUE,FALSE
30492,Momma GG's,Licensed Child Care Family Home,Level 0,"3718 N Carbon City Rd, Paris, AR, 72855",Logan,,Georgia Hutchins,(479) 438-0968,mommagg3@yahoo.com,,10,FALSE,TRUE,FALSE
30424,Genoa Christian Academy,Child Care Center,Level 0,"8227 AR-196, Texarkana, AR, 71854",Miller,Jeanie Brent,Genoa Christian Aacademy,(870) 772-2116,jeanbre8@aol.com,,78,FALSE,FALSE,FALSE
30423,KidSpace,Child Care Center,Level 0,"1014 FAYETTEVILLE RD, VAN BUREN, AR, 72956",Crawford,Jill Biddle,Kidspace,(479) 279-0411,amy@kidspacechildcare.com,,192,FALSE,FALSE,FALSE
30395,Plant a Seed and Watch Them Grow,Licensed Child Care Family Home,Level 0,"30 Avo Street, Eureka Springs, AR, 72632",Carroll,,Bridget Beyler,(479) 981-3272,giget91@yahoo.com,,10,FALSE,FALSE,FALSE
30303,Karlene's Kids,Licensed Child Care Family Home,Level 0,"2705 W Olive St, Rogers, AR, 72756-1736",Benton,,Karlene Schatz,(479) 330-2005,karleneschatz55@gmail.com,,10,FALSE,TRUE,FALSE
30301,Ms. Lisa's,Child Care Center,Level 0,"18325 I-30 S, Benton, AR, 72015-2707",Saline,Lisa Parker,Ms. Lisas Childcare And Preschool Llc,(501) 794-3300,mslisaschildcare@gmail.com,,114,FALSE,FALSE,FALSE
30297,Primrose School of Rogers at Pinnacle Hills,Child Care Center,Level 0,"3724 S Pinnacle Hills Pkwy, Rogers, AR, 72758-8897",Benton,Cheryl Holmes,CHARACTER FOUNDATIONS OF ROGERS LLC,(479) 876-8176,cholmes@primroseofrogers.com,,217,FALSE,FALSE,FALSE
30189,DEEP ROOTS PRESCHOOL,Licensed Child Care Family Home,Level 0,"11 CHURCH ST, GREENBRIER, AR, 72058",Faulkner,,Hana Mason,(501) 581-6347,deeprootsprek@gmail.com,,16,FALSE,TRUE,FALSE
30188,Siloam Springs Kids Day Out,Child Care Center,Level 0,"511 W TULSA ST, STE 104, SILOAM SPRINGS, AR, 72761",Benton,Jennifer Wormington,Overdrive.Church,(855) 456-5437,chris@bridgesiloam.church,,71,FALSE,TRUE,FALSE
30179,Love and Patience CCC,Child Care Center,Level 0,"910 West 25th Street, North Little Rock, AR, 72114",Pulaski,Shretta Morris,Shretta Morris,(501) 753-4422,shrettamorris@gmail.com,,57,FALSE,FALSE,FALSE
30174,Fouke Early Childhood 3-5 Program,Child Care Center,Level 0,"200 E Redcut RD, Fouke, AR, 71837",Miller,Eva Wood,Southwest Ark Edu Cooperative,(870) 703-2875,eva.wood@swaec.org,,22,FALSE,FALSE,FALSE
30122,First Baptist Church (FBC) Preschool,Child Care Center,Level 0,"8708 Dollarway Road, Whitehall, AR, 71602",Jefferson,Missy Williams,First Baptist Church,(870) 247-3124,honebee23@yahoo.com,fbcwhitehall.net,78,FALSE,FALSE,FALSE
30118,Booties To Sneakers,Child Care Center,Level 0,"5326 Hwy 67, Benton, AR, 72015",Saline,Melissa Gilmore,Melissa Gilmore,(501) 776-2722,melissa.gilmore1968@gmail.com,,68,FALSE,TRUE,FALSE
30113,HARVEST TIME ACADEMY,Child Care Center,Level 0,"3300 Briarcliff Ave, Fort Smith, AR, 72908-8309",Sebastian,Bryean Castanon,Harvest Time Academy,(479) 434-3211,admin@htacademy.net,htkidsacademy.net,386,FALSE,TRUE,FALSE
29996,2BC Preschool,Child Care Center,Level 0,"2600 DAVE WARD DRIVE, Conway, AR, 72034",Faulkner,Lacy Glover,Second Baptist Church,(501) 327-6565,amys@mysecond.family,,115,FALSE,FALSE,FALSE
29985,IBC Go Center Preschool,Child Care Center,Level 0,"2555 S 26th St, Rogers, AR, 72758-6147",Benton,Director: LeAnne Lynch,Southern Baptist Convention,(479) 644-3419,preschool@ibcgocenter.com,www.ibcgocenter.com/preschool,38,FALSE,FALSE,FALSE
29874,Miss Cherie's Day Care,Child Care Center,Level 0,"12900 Cantrell Road, Little Rock, AR, 72223",Pulaski,Cherie Carney,Cheryl Carney,(501) 690-0784,cherie@misscheriesdaycare.com,,73,FALSE,FALSE,FALSE
29753,Immaculate Conception School,Child Care Center,Level 0,"223 S 14TH ST, FORT SMITH, AR, 72901",Sebastian,Katie Hall,Immaculate Conception Church,(479) 783-6798,khall@icschoolfs.org,,78,FALSE,FALSE,FALSE
29730,Parkers Chapel Preschool,Child Care Center,Level 0,"209 Parkers Chapel Road, El Dorado, AR, 71730",Union,Carrie Burson,Parkers Chapel School District,(870) 862-4641,bursonc@parkerschapelschool.com,,43,FALSE,FALSE,FALSE
29493,Grow & Learn Preschool,Child Care Center,Level 0,"670 Panama Street, Hot Springs, AR, 71913",Garland,Toni Davis,Grown & Learn Preschool INC,(501) 276-3745,davistoni69@yahoo.com,,56,FALSE,TRUE,FALSE
29485,ONE LEAP AHEAD LEARNING CENTER,Child Care Center,Level 0,"901 HIGHLAND, BLYTHEVILLE, AR, 72315",Mississippi,Dixie Gray,One Leap Ahead LLC,(870) 762-5327,olalc03@yahoo.com,,114,FALSE,TRUE,FALSE
29400,The Fletcher's Family Childcare,Licensed Child Care Family Home,Level 0,"8 Jordan Ln, Bentonville, AR, 72712-9391",Benton,,Leon Fletcher,(479) 586-9097,fletcherschildcare@outlook.com,,12,FALSE,TRUE,FALSE
29394,WESTSIDE ELEMENTARY WARRIORS AFTER SCHOOL & SUMMER CENTER,Out of School Time,Level 0,"1834 Hwy 91 W, Jonesboro, AR, 72404-9285",Craighead,Lori Gauntt,Westside Consolidated School District,(870) 336-9252,lgauntt@westsideschools.org,,99,FALSE,FALSE,FALSE
29383,St. Joseph Preschool,Child Care Center,Level 0,"818 4th St, Conway, AR, 72032-5670",Faulkner,Carrie Simon,St. Joseph School,(501) 336-9548,carrie.simon@sjbulldogs.org,,107,FALSE,FALSE,FALSE
29369,MONTESSORI CHRISTIAN ACADEMY,Child Care Center,Level 0,"2417 EAST MAIN STREET, BATESVILLE, AR, 72501",Independence,Sara Wilson,MONTESSORI CHRISTIAN ACADEMY,(870) 569-8080,montessorichristian@gmail.com,,24,FALSE,FALSE,FALSE
29264,Kid Care,Child Care Center,Level 0,"200 W Sevier St, Clarksville, AR, 72830",Johnson,Cindy Vire,First United Methodist Church,(479) 754-2642,cindy.vire@hotmail.com,,60,FALSE,FALSE,FALSE
29256,Tiny Tots Playhouse,Child Care Center,Level 0,"201 Seamans Drive, McGehee, AR, 71654",Desha,Christina Lawson,Christina Lawson,(870) 222-7338,tinalhogue@gmail.com,,26,FALSE,TRUE,FALSE
29181,Bentonville Preparatory School,Child Care Center,Level 0,"211 SE 34TH ST, STE 13, BENTONVILLE, AR, 72712",Benton,Danae Ledbetter,"Bentonville Preparatory School, LLC",(479) 268-4278,jnguyen@bentonvilleprep.com,,110,FALSE,FALSE,FALSE
28997,Ozark Adventist School,Child Care Center,Level 0,"21150 DAWN HILL EAST RD, GENTRY, AR, 72734",Benton,Jamie Short,Ozark Adventist School,(479) 279-8700,jshort1300@gmail.com,,18,FALSE,FALSE,FALSE
28968,Jelly Bean Junction,Child Care Center,Level 0,"529 E Jefferson ST, Hamburg, AR, 71646",Ashley,Cynthia Johnson,Amanda Murdaugh,(870) 853-9164,jellybean.junction@icloud.com,,26,FALSE,TRUE,FALSE
28927,Village Montessori School,Child Care Center,Level 0,"4401 Woodlawn Dr, Little Rock, AR, 72205-3918",Pulaski,Courtney White,Jennifer Kidd,(501) 944-4483,info@ourvillagemontessori.com,,51,FALSE,FALSE,FALSE
28902,"First United Methodist Kindergarten of El Dorado, Inc.",Child Care Center,Level 0,"201 South Hill, El Dorado, AR, 71730",Union,Ashley Nash,"First United Methodist Kindergarten of El Dorado, Inc.",(870) 862-2570,ashleynash01@yahoo.com,,98,FALSE,FALSE,FALSE
28843,Bentonville Seventh Day Adventist School,Child Care Center,Level 0,"2522 SE 14TH ST, BENTONVILLE, AR, 72712",Benton,Renee Otts,Bentonville Adventist School,(479) 271-8887,rockingrb@yahoo.com,,54,FALSE,FALSE,FALSE
28828,MS. KRISTIE'S,Child Care Center,Level 0,"62 HWY 287 STE A, GREENBRIER, AR, 72058",Faulkner,Michelle Ivy,Kristie Ivy,(501) 679-6352,kristiedenae33@windstream.net,,66,FALSE,FALSE,FALSE
28809,Little Rock Athletic Club Kid's Down Under Center,Child Care Center,Level 0,"4610 Sam Peck Road, Little Rock, AR, 72223",Pulaski,Melody Nation,Little Rock Athletic Centers LLC,(501) 225-3600,melodynation@lrac.com,www.lrac.com,148,FALSE,FALSE,FALSE
28808,Little Rock Racquet Club,Child Care Center,Level 0,"1 Huntington Road, Little Rock, AR, 72227",Pulaski,Maria Rogers,Little Rock Athletic Centers LLC,(501) 225-5711,mariarogers@lrrcfc.com,,20,FALSE,FALSE,FALSE
28759,Camp War Eagle - Springdale Day Camp,Out of School Time,Level 0,"922 E EMMA AVE, SPRINGDALE, AR, 72764",Washington,Greg Taylor,"Camp War Eagle, Inc.",(479) 750-2006,campwareagle@campwareagle.org,www.campwareagle.org,237,FALSE,TRUE,FALSE
28684,Camp Tanako,Out of School Time,Level 0,"4301 State Hwy 290, Hot Springs, AR, 71913-8799",Garland,Kayla Hardage,"Camp Tanako, Inc.",(501) 262-2600,tanako@tanako.org,,150,FALSE,FALSE,FALSE
28655,Little Bits Childcare and Pre-K Education LLC,Child Care Center,Level 0,"1015 West Sevier Street, Benton, AR, 72015",Saline,Rebecca Dodson,Little Bits Childcare/Pre-K Education L.L.C.,(501) 317-5250,rebecca.dodson88@yahoo.com,,104,FALSE,TRUE,FALSE
28591,The Kids Fit Fun Factory,Child Care Center,Level 0,"2920 E ZION RD, FAYETTEVILLE, AR, 72703",Washington,"Luz ""Adriana"" Gallardo",Stegen Athletic Club LLC,(479) 587-0500,agallardo@fayac.com,https://fayac.com,235,FALSE,FALSE,FALSE
28506,The Happy House,Licensed Child Care Family Home,Level 0,"712 W Gilson Ave, De Queen, AR, 71832",Sevier,,The Happy House,(870) 642-5279,jenarnold51@gmail.com,,10,FALSE,TRUE,FALSE
28472,"READY SET GROW, LLC",Child Care Center,Level 0,"214 N MOUNTAIN GROVE RD, ALMA, AR, 72921",Crawford,April Burrough,James and Brenda Shepherd,(479) 430-7376,readysetgrow214@gmail.com,,76,FALSE,FALSE,FALSE
28416,Central Arkansas Christian Preschool,Child Care Center,Level 0,"6101 John F Kennedy Boulevard, North Little Rock, AR, 72116",Pulaski,Amy Zini,Central Arkansas Christian Schools Inc.,(501) 835-5924,azini@cacmustangs.org,,298,FALSE,FALSE,FALSE
28269,FIRST PRESBYTERIAN PRESCHOOL/PARENT'S DAY OUT,Child Care Center,Level 0,"710 SOUTHWEST DRIVE, JONESBORO, AR, 72401",Craighead,Misti Weaver,First Presbyterian Preschool,(870) 931-7800,fpcpreschooljb@gmail.com,,83,FALSE,FALSE,FALSE
28228,Shiloh Christian School Pinnacle Hills,Child Care Center,Level 0,"5413 W PINNACLE POINTE DR, ROGERS, AR, 72758",Benton,Michelle Young,Shiloh Christian School,(479) 715-8480,michelley@shilohsaints.org,katerinaf@shilohsaints.org,49,FALSE,FALSE,FALSE
28128,"Learn and Play Daycare, Inc.",Out of School Time,Level 0,"322 N BROYLES ST, FARMINGTON, AR, 72730",Washington,Kimberly Berger,Learn And Play Daycare Inc,(479) 267-5437,sandyskids@pgtc.com,,135,FALSE,FALSE,FALSE
28114,Maumelle Gymnastics,Child Care Center,Level 0,"9300 White Oak Crossing, Maumelle, AR, 72113",Pulaski,Kimberly Salerno,Connie Raley,(501) 753-5437,kim@mgckids.com,www.mgckids.com,71,FALSE,FALSE,FALSE
27882,BLESSED SACRAMENT SCHOOL,Child Care Center,Level 0,"1105 EAST HIGHLAND, JONESBORO, AR, 72401",Craighead,Mary Kay Jones,Blessed Sacrament Church,(870) 932-3684,principal@catholicjonesboroschool.com,,111,FALSE,FALSE,FALSE
27865,Mt Comfort Church of Christ Sonshine School,Child Care Center,Level 0,"3249 W MOUNT COMFORT ROAD, Fayetteville, AR, 72704",Washington,Lyndsey Stout,Mount Comfort Church of Christ,(479) 316-4597,lstout@mtcomfortsonshineschool.org,http://www.mountcomfort.org/,216,FALSE,FALSE,FALSE
27783,QUITMAN PRESCHOOL,Child Care Center,Level 0,"6275 HEBER SPRINGS ROAD WEST, QUITMAN, AR, 72131",Cleburne,Megan Griffin,QUITMAN PUBLIC SCHOOL,(501) 589-2807,griffinm@quitman.k12.ar.us,,57,FALSE,FALSE,FALSE
27553,"Clark Weekday Program, Inc.",Child Care Center,Level 0,"400 East 6th Street, Texarkana, AR, 71854",Miller,Stacey Nard,"Clark Weekday Program, Inc.",(870) 779-1932,clarkweekday@gmail.com,,75,FALSE,FALSE,FALSE
27552,Life Way Christian School,Child Care Center,Level 0,"351 W CENTERTON BLVD, CENTERTON, AR, 72719",Benton,Tracey Murphy,First Baptist Church Centerton,(479) 795-9322,tmurphy@lwcsar.com,,140,FALSE,FALSE,FALSE
27539,Ms. Nancy's Daycare,Licensed Child Care Family Home,Level 0,"9385 A J Patton Road, Cabot, AR, 72023",Lonoke,,Nancy Jackson-Pillow,(501) 628-4095,nancypillow@yahoo.com,,10,FALSE,FALSE,FALSE
27336,Trinity Afterschool Care Center,Out of School Time,Level 0,"2900 West 6th Street, Pine Bluff, AR, 71601",Jefferson,Verna Brooks,TRRCDC/Trinity Annex Board,(870) 534-2983,trrcdc16@yahoo.com,,969,FALSE,FALSE,FALSE
27316,First Academy,Child Care Center,Level 0,"3364 W PLEASANT GROVE RD, ROGERS, AR, 72758",Benton,Jennifer Brown,First Baptist Church Rogers,(479) 878-1052,matt.brewer@firstacademynwa.org,FBCRogers.org,112,FALSE,FALSE,FALSE
27313,PLEASANT GROVE BAPTIST CHURCH,Out of School Time,Level 0,"PO Box 976, 300 EAST THIRD STREET, Bald Knob, AR, 72010-0976",White,Larry Johnson,Pleasant Grove Missionary Baptist Church,(501) 681-3997,lajamin@msn.com,,61,FALSE,FALSE,FALSE
27312,Searcy Christian Academy,Child Care Center,Level 0,"1202 S Benton Ave, Searcy, AR, 72143-6928",White,Katie Williams,"LIBERTY CHRISTIAN SCHOOL, INC",(501) 268-4848,searcychristianacademy@gmail.com,,15,FALSE,FALSE,FALSE
27310,Ms. Debbie's Home Daycare,Licensed Child Care Family Home,Level 0,"5905 Rockport Dr, Ozark, AR, 72949",Franklin,,Debbie Ciampoli,(479) 213-1826,pitchinglessons@hotmail.com,,16,FALSE,TRUE,FALSE
27307,Bentonville Christian Academy,Child Care Center,Level 0,"904 N Walton Blvd, Bentonville, AR, 72712-4552",Benton,Angela Ramirez,Bentonville Christian Academy,(479) 616-4880,aramirez@bentonvillechristian.org,,91,FALSE,FALSE,FALSE
26935,Wiggles & Giggles Daycare,Child Care Center,Level 0,"20400 Arch St Suite 4, Little Rock, AR, 72206-9674",Pulaski,Brandie Tiernan,Brandie Davis,(501) 888-3455,badavis1818@gmail.com,,137,FALSE,FALSE,FALSE
26924,KIDS CORNER,Child Care Center,Level 0,"300 Trailwood Dr, HEBER SPRINGS, AR, 72543",Cleburne,Nancy Wolfe,NANCY WOLFE,(501) 206-7740,kidscorner10@yahoo.com,,59,FALSE,FALSE,FALSE
26911,CCW Childcare,Licensed Child Care Family Home,Level 0,"302 Pricilla Ln, Charleston, AR, 72933",Franklin,,Cari Whitney,(479) 965-4011,cwhitney0674@gmail.com,,16,FALSE,FALSE,FALSE
26868,Little Rock Montessori School South,Child Care Center,Level 0,"12015 Hinson Rd, Little Rock, AR, 72212-3408",Pulaski,Amy Barrett,Arkansas Montessori Society Inc.,(501) 225-2428,amy.barrett@lrmontessori.org,,81,FALSE,FALSE,FALSE
26729,New Horizon Academy,Child Care Center,Level 0,"13018 Hwy 31, Ward, AR, 72176-8876",Lonoke,Charlotte Sutton,New Horizon Baptist Church,(501) 941-0839,nhacademy@live.com,http://www.nhacademy.org,50,FALSE,FALSE,FALSE
