Provider Name,Permit Type,Permit Number,Operator,Facility Type,Street,City,State,Zip,County,Phone,ABC Level,Last ABC Inspection Date,Capacity,Head Start,First Steps,Breastfeeding Friendly,Sleep Safe
Newberry Academy,License,21493,Deborah C Poland,Child Care Center,2055 Smith Rd,NEWBERRY,SC,29108,Newberry,(803)-276-2760,,,208,False,False,False,False
Newberry YMCA- Little Mountain Elementary,License,26123,Linda Cannon,Child Care Center,692 MIll Street,LITTLE MOUNTAIN,SC,29075,Newberry,(803)-924-5110,,,76,False,False,False,False
Nichole Tupas,Registration,26225,"Nichole Tupas ",Family Child Care Home,151 Boots Branch Rd,SUMMERVILLE,SC,29485,Dorchester,(310)-569-2048,,,6,False,False,False,False
Nina Mikell,Registration,25230,"Nina Mikell ",Family Child Care Home,"27 Johnny Morrall Circle,Apt B4",BEAUFORT,SC,29902,Beaufort,(843)-271-8732,,,6,False,False,False,False
North Charleston Methodist Church Learning Center,License,14414,Sade Hollington,Child Care Center,1125 E. Montague Avenue,Charleston,SC,29405,Charleston,(843)-744-7153,,,224,False,False,False,False
North Trenholm Baptist Weekday Education,Registration,191,Pamela Cates,Child Care Center,6515 North Trenholm Road,COLUMBIA,SC,29206,Richland,(803)-790-5104,,,238,False,False,False,False
Northside Baptist Church Day Care Center,Registration,289,Angela L Smith,Child Care Center,7800 Northside Drive,NORTH CHARLESTON,SC,29420,Charleston,(843)-797-2690,,,138,False,False,False,False
Northside Christian Academy,Registration,23402,"Jackie Gibson, Brittney Weed",Child Care Center,742 Kitti Wake Drive,WEST COLUMBIA,SC,29170,Lexington,(803)-957-0402,,,323,False,False,False,False
Northside Christian Academy Early Education Center,Registration,22909,April L Butler,Child Care Center,4347 Sunset Boulevard,LEXINGTON,SC,29072,Lexington,(803)-520-5670,,,163,False,False,False,False
Northwood Academy Pre-school,Registration,24521,"Lorie Trowbridge, Jessica A. Morris",Child Care Center,100 Charger Drive,Summerville,SC,29486,Berkeley,(843)-764-2271,,,273,False,False,False,False
Noshuwa Catoe,License,26112,"Noshuwa Catoe ",Family Child Care Home,1639 Green Branch Circle,LUGOFF,SC,29078,Kershaw,(803)-677-3452,,,6,False,False,False,False
Nova Academy,License,26014,"Tori Davies, Shanice Estelle Drakeford",Child Care Center,501 Spears Creek Church Rd,ELGIN,SC,29045,Richland,(803)-814-1772,,,137,False,False,False,False
Nurturing Wonders,License,25992,Precious Salazar,Child Care Center,1629 S Live Oak Drive,MONCKS CORNER,SC,29461,Berkeley,(559)-940-9061,,,50,False,False,False,False
Oak Grove Montessori,License,17178,Jennifer Hales Sherman,Child Care Center,537 Savannah Highway,CHARLESTON,SC,29407,Charleston,(843)-852-9685,,,26,False,False,False,False
Oakbrook Child Development Center,License,12405,Penny Ann Corwin,Child Care Center,901 Travelers Blvd.,Summerville,SC,29485,Dorchester,(843)-871-3053,,,225,False,False,False,False
Oakbrook Preparatory School,Registration,24133,Vickie Bolduc,Child Care Center,190 Lincoln School Rd.,SPARTANBURG,SC,29301,Spartanburg,(864)-587-2060,,,140,False,False,False,False
"Oakcrest Preparatory Academy ",License,24139,Jaime Rains,Child Care Center,412 Silver Ridge Drive,FORT MILL,SC,29708,York,(803)-548-8882,,,358,False,False,False,False
Oakcrest Preparatory Academy,License,25788,Jennifer Smith,Child Care Center,471 Mercantile Place,FORT MILL,SC,29715,York,(803)-380-4446,,,455,False,False,False,False
Oakdale Christian Child Development Center,Registration,21685,Amanda S. Sapough,Child Care Center,1249 Oakdale Road,ROCK HILL,SC,29730,York,(803)-327-8405,,,437,False,False,False,False
Oakley Road Preschool & Day Care Center,Registration,728,Mary Boyd Hardee,Child Care Center,109 Oakley Road,MONCKS CORNER,SC,29461,Berkeley,(843)-761-5306,,,45,False,False,False,False
Oakwood Preschool and Child Development Center,Registration,462,Melinda Ann Ashley,Child Care Center,304 Pearman Dairy Road,ANDERSON,SC,29625,Anderson,(864)-225-8499,,,315,False,False,False,False
Octavia Ancrum,Registration,24293,"Octavia Ancrum ",Family Child Care Home,5217 McGregor Down Court,Summerville,SC,29485,Dorchester,(843)-377-6323,,,6,False,False,False,False
Odyessa Marie Smalls,Registration,10637,Odyessa Smalls Marie,Family Child Care Home,4408 Elderwood Dr.,LADSON,SC,29456,Berkeley,(843)-695-9431,,,6,False,False,False,False
Olivia Rose,Registration,26230,"Olivia Rose ",Family Child Care Home,1082 Springfield Rd,SPRINGFIELD,SC,29146,Orangeburg,(803)-293-0842,,,6,False,False,False,False
Oneta Overholt,Registration,24725,"Oneta Overholt ",Family Child Care Home,536 Central Shiloh Rd.,ABBEVILLE,SC,29620,Abbeville,(864)-378-2811,,,6,False,False,False,False
Orangeburg Area Development Center,Approval,15373,Hercules Mack,Child Care Center,1060 Pineland Street,ORANGEBURG,SC,29115,Orangeburg,(803)-533-5871,,,120,False,False,False,False
"Orangeburg Christian Academy, Inc",Registration,23267,Brenda Danielle Newhall,Child Care Center,1842 Joe Jeffords Hwy.,Orangeburg,SC,29115,Orangeburg,(803)-536-0121,,,20,False,False,False,False
Orangeburg First Baptist Church Child Dev. Center,License,17516,Edith Brooke Rogers,Child Care Center,2865 Columbia Road,ORANGEBURG,SC,29118,Orangeburg,(803)-533-1311,,,170,False,False,False,False
Orangeburg Prep Child Development Center,License,15680,June Darnell Kemp,Child Care Center,168 Prep Street,ORANGEBURG,SC,29118,Orangeburg,(803)-536-0490,,,255,False,False,False,False
Our Lady of Peace School,Registration,24714,Stephen Hickey,Child Care Center,137 Way of Peace,NORTH AUGUSTA,SC,29841,Aiken,(803)-279-8396,,,40,False,True,False,False
Our Lady of the Rosary Catholic School,Registration,22902,Kelly Turner Bricco,Child Care Center,2 James Drive,GREENVILLE,SC,29605,Greenville,(864)-277-5350,,,43,False,False,False,False
Our Next Generation,License,26002,KRYSTAL PARKER,Child Care Center,128 E Main St.,DUNCAN,SC,29334,Spartanburg,(864)-249-0947,,,78,False,False,False,False
Our Saviour Lutheran School,Registration,204,Kathy Head Franks,Child Care Center,2600 Wade Hampton Boulevard,GREENVILLE,SC,29615,Greenville,(864)-268-4714,,,78,False,False,False,False
Overbrook Christian Education Center,Registration,447,Virginia Sellars Sharpe,Child Care Center,1705 East North Street,GREENVILLE,SC,29607,Greenville,(864)-235-3432,,,106,False,False,False,False
Ovetta Montgomery -Dennis,Registration,21161,"Ovetta Montgomery -Dennis ",Family Child Care Home,5315 Smokey st.,NORTH CHARLESTON,SC,29418,Charleston,(843)-819-1901,,,6,False,False,False,False
Owens Christian Academy,License,17758,Angenita F Owens,Child Care Center,3377 Ridgeway Street,North Charleston,SC,29405,Charleston,(843)-744-5087,,,100,False,False,False,False
Oxford Childrens Academy LLC,License,24637,"Gitika Walia, Jennifer Lynn Davis",Child Care Center,3887 Renee Drive,MYRTLE BEACH,SC,29579,Horry,(843)-236-5437,,02/15/2024,110,False,True,False,False
Pacolet Elementary Pre-School,Approval,26233,Cathy Garner,Child Care Center,150 McDowell Street,PACOLET,SC,29372,Spartanburg,(864)-279-6500,,,40,False,False,False,False
Palmetto Academy of Excellence,License,24675,Amanda Boone,Child Care Center,276 Hillview Drive,GRANITEVILLE,SC,29829,Aiken,(803)-392-7042,,,88,False,False,False,False
Palmetto Child Care Center LLC,License,21676,Megan Danner,Child Care Center,"3525 Iron Horse Drive, Suite 108",LADSON,SC,29456,Berkeley,(843)-875-5898,,,78,False,False,False,False
Palmetto Children's Academy,License,24439,Kim Baker,Child Care Center,858 Cedar Street,ROCK HILL,SC,29730,York,(803)-366-4500,,,280,False,False,False,False
Palmetto Christian Academy of Greenwood,License,24789,Melissa Dolores Clegg,Child Care Center,1615 Woodlawn Road,GREENWOOD,SC,29649,Greenwood,(864)-223-0391,,,31,False,False,False,False
Palmetto Christian Daycare,License,25064,Hannah Elizabeth Tomlinson,Child Care Center,953-B Main Road,JOHNS ISLAND,SC,29455,Charleston,(843)-212-5133,,,182,False,False,False,False
Palmetto Learning Academy,License,25931,Susanna Joy Moran,Child Care Center,501 3rd Ave,SUMMERVILLE,SC,29486,Berkeley,(843)-695-8283,,,258,False,False,False,False
Pam Tasker,Registration,23678,"Pam Tasker ",Family Child Care Home,171 Pebble Creek Drive,West Columbia,SC,29170,Lexington,(803)-319-5606,,,6,False,False,False,False
Pamela Brown,Registration,26188,"Pamela Brown ",Family Child Care Home,4128 Swann Road,OLANTA,SC,29114,Florence,(843)-659-4127,,,5,False,False,False,False
Pamela Funk,Registration,9760,"Pamela Funk ",Family Child Care Home,407 East Country Club Road,DILLON,SC,29536,Dillon,(843)-774-2953,,,6,False,False,False,False
Parenting and Family Literacy,Approval,25340,Annette Felty,Child Care Center,251 N Hillcrest St,LIBERTY,SC,29657,Pickens,(864)-397-2165,,,22,False,False,False,False
Park Place Children's Center,License,22188,Cynthia Weathers,Child Care Center,205 Batesville Road,Simpsonville,SC,29681,Greenville,(864)-270-5910,,,249,False,False,False,False
Park West Preschool Learning Center,License,24107,Hillary Houston,Child Care Center,3404 Salterbeck St Suite 200,MOUNT PLEASANT,SC,29466,Charleston,(843)-971-7900,,,121,False,False,False,False
Patricia A Greene,Registration,18223,Patricia Greene A,Family Child Care Home,603 West Elmwood Street,ANDREWS,SC,29510,Georgetown,(843)-264-8056,,,6,False,False,False,False
Patricia Ann Dail,Registration,22468,Patricia Dail Ann,Family Child Care Home,145 Penzance Blvd,GOOSE CREEK,SC,29445,Berkeley,(843)-814-1038,,,6,False,False,False,False
Patricia Ann Hutchinson,License,26184,Patricia Hutchinson Ann,Family Child Care Home,231 Savannah Woods Rd,HOPKINS,SC,29061,Richland,(803)-206-9670,,,5,False,False,False,False
Patricia Bethea Colvin,Registration,24287,Patricia Colvin Bethea,Family Child Care Home,1311 Tyler Road,Dillon,SC,29536,Dillon,(843)-506-8094,,,6,False,False,False,False
Patricia Harrison,Registration,23752,"Patricia Harrison ",Family Child Care Home,270 Plantation Drive,ORANGEBURG,SC,29118,Orangeburg,(803)-662-9725,,,6,False,False,False,False
Patricia McRoy,Registration,26203,"Patricia McRoy ",Family Child Care Home,1562 Hilltop Acres Drive,LAKE VIEW,SC,29563,Dillon,(843)-506-0772,,,6,False,False,False,False
Patricia Washington,Registration,18603,"Patricia Washington ",Family Child Care Home,1684 Cabelas Place,SUMTER,SC,29153,Sumter,(803)-458-2795,,,6,False,False,False,False
Patricia Wethington-Vorel,Registration,7758,"Patricia Wethington-Vorel ",Family Child Care Home,"361 Jay Drive, North",ELGIN,SC,29045,Kershaw,(803)-420-8925,,,6,False,False,False,False
Paula Grigsby Goodman,Registration,24463,Paula Goodman Grigsby,Family Child Care Home,138 Cardinal Pines Drive,Lexington,SC,29073,Lexington,(803)-633-5000,,,6,False,False,False,False
Paula Yeager Dimery,Registration,24661,"Paula Yeager Dimery ",Family Child Care Home,253 Cardinal Pines Lane,LEXINGTON,SC,29073,Lexington,(803)-497-6640,,,6,False,False,False,False
Pawleys Island Christian Academy,Registration,18530,Jennifer Niki Howard,Child Care Center,10304 Ocean Hwy,PAWLEYS ISLAND,SC,29585,Georgetown,(843)-237-9293,,,133,False,False,False,False
PBC Kidz Academy,License,25540,"Kaylee Buckley, Haylee Morgan Utter",Child Care Center,5138 Hwy 215,PAULINE,SC,29374,Spartanburg,(864)-804-0808,,,100,False,False,False,False
Peace of Mind Academy LLC,License,26244,"Sabaenia Marache, Sophia Marie Alston",Child Care Center,128 Castle Rock Road,BEAUFORT,SC,29906,Beaufort,(843)-379-9407,,,49,False,False,False,False
Pelham Road Baptist Church Child Development Cente,License,23353,Rachel Cernogorsky,Child Care Center,1108  Pelham Road,Greenville,SC,29615,Greenville,(864)-288-7674,,,144,False,False,True,False
Peter Johnson,Registration,7972,"Peter Johnson ",Family Child Care Home,258 Blackbay Road,CROSS,SC,29436,Berkeley,(843)-753-3371,,,6,False,False,False,False
Peterson Child Care,License,25776,Alfonszo Peterson,Child Care Center,921 Pearson Drive,ROCK HILL,SC,29730,York,(803)-328-8834,,,16,False,False,False,False
Phyllis Jeter,Registration,24030,"Phyllis Jeter ",Family Child Care Home,202 Chappel Town Road,WINNSBORO,SC,29180,Fairfield,(803)-635-9418,,,6,False,False,False,False
Pine Grove Christian Academy,Registration,163,"Twila Fern Nantelle, Sharon Brindle",Child Care Center,5415 Hwy. 557,CLOVER,SC,29710,York,(803)-831-1717,,,158,False,False,False,False
Pine Tree Acres Children's Center,License,22893,"Heather Davis, Leslie Pate",Child Care Center,175 Vanguard Road,Greenwood,SC,29646,Greenwood,(864)-223-0312,,,140,False,False,False,False
Pinewood Preparatory School,Approval,23156,Rhett Jones Frampton,Child Care Center,1114 Orangeburg Road,Summerville,SC,29483,Dorchester,(843)-873-1643,,,360,False,False,False,False
Pinopolis Child Care and Day Care Center LLC,License,22838,Cindy Williams,Child Care Center,1124 Pinopolis Road,Moncks Corner,SC,29461,Berkeley,(843)-761-8601,,,115,False,False,False,False
Pisgah Child Development Ministry,License,21704,Grace Ann Hoyt,Child Care Center,1350 Pisgah Road,LEXINGTON,SC,29072,Lexington,(803)-358-9577,,,197,False,False,False,False
Play 2 Learn Academy by KL-Kids,License,26026,"Cassandra Michelle Hosch-Chambers, Alissa Lakeisha Edwards",Child Care Center,4279 Cherokee Avenue,GAFFNEY,SC,29340,Cherokee,(864)-514-3002,,,100,False,False,False,False
Playful Cubs Academy,License,24730,Melanie Wray Coleman,Child Care Center,3412 Filbert Highway,CLOVER,SC,29710,York,(803)-810-6172,,07/08/2022,64,False,False,False,False
Playful Cubs Academy on Marion Street,License,25937,Deianira Soto,Child Care Center,110 Marion Street,CLOVER,SC,29710,York,(716)-803-2379,,,55,False,False,False,False
Pontiac Preschool,License,14942,Gheri Vaughn,Child Care Center,800 Bookman Road,ELGIN,SC,29045,Richland,(803)-736-3332,,,60,False,False,False,False
"Precious One Learning Center ",License,24779,"Erica Jones, Tiffany Allgood",Child Care Center,1180 Festival Drive,FLORENCE,SC,29501,Florence,(843)-667-6324,,,122,False,True,False,False
Preschool Learning Center at OGEC,Approval,22285,Patricia Noisette,Child Care Center,1225 Orange Branch Road,CHARLESTON,SC,29407,Charleston,(843)-852-7914,,,40,False,False,False,False
Primrose School at Pelham,License,25441,Cassandra Mae Heinz,Child Care Center,124 Milestone Way,GREENVILLE,SC,29615,Greenville,(864)-363-6711,,,253,False,False,False,False
Primrose School of Fort Mill,License,26156,Laura Rose Davis,Child Care Center,1212 Gold Hill Rd,FORT MILL,SC,29708,York,(516)-380-0711,,,283,False,False,False,False
Primrose School of Greenville,License,23810,Lauren Briles,Child Care Center,404 Houston St,GREENVILLE,SC,29601,Greenville,(864)-370-8118,,,254,False,False,False,False
Primrose School of Midtown Greenville,License,24864,Tracy Sarah Krutsick,Child Care Center,19 Villa Road,GREENVILLE,SC,29615,Greenville,(864)-232-6101,,,272,False,False,False,False
Primrose School of Mount Pleasant,License,24432,Shala Johnson,Child Care Center,2674 Brickside Lane,Mount Pleasant,SC,29466,Charleston,(843)-972-2604,,,268,False,False,False,False
Primrose School of Simpsonville at Five Forks,License,26246,Bebe Jeanette Long,Child Care Center,2255 Woodruff Road,SIMPSONVILLE,SC,29681,Greenville,(864)-729-8811,,,254,False,False,False,False
Prince George Preschool,Registration,786,Sherie Michelle Vanderhorst,Child Care Center,710 Highmarket Street,GEORGETOWN,SC,29440,Georgetown,(843)-545-9217,,,75,False,False,False,False
Prince of Peace Catholic School,Registration,24774,Michelle Zimmerman,Child Care Center,"1209 Brushy Creek Rd. ",TAYLORS,SC,29687,Greenville,(864)-331-2145,,,59,False,False,False,False
Princess N Fowler,Registration,25581,Princess Fowler N,Family Child Care Home,262 W Wood St.,SPARTANBURG,SC,29303,Spartanburg,(864)-384-6075,,,6,False,False,False,False
Priscilla Lewis,License,17068,"Priscilla Lewis ",Group Child Care Home,771 Tupperware Road,HEMINGWAY,SC,29554,Williamsburg,(843)-558-0292,,,12,False,False,False,False
Prodigy Early Learning at Berkeley,License,25985,Andrea Christal Williams,Child Care Center,106 Bee Tree Blvd,SUMMERVILLE,SC,29486,Berkeley,(843)-970-3382,,,252,False,False,False,False
Prodigy Early Learning Center at the Settlement,License,26258,Shirley Christine Ashcraft,Child Care Center,113 Lewes Ave,SIMPSONVILLE,SC,29681,Greenville,(864)-881-3550,,,240,False,False,False,False
Providence Baptist Day Care,Registration,707,Rebecca Deanna Taylor,Child Care Center,2069 N. Hwy. 17-A,MONCKS CORNER,SC,29461,Berkeley,(843)-565-4899,,,114,False,False,False,False
Providence Presbyterian Child Development Center,License,21357,Kyle McCree,Child Care Center,1112 Hummingbird Drive,WEST COLUMBIA,SC,29169,Lexington,(803)-796-0492,,,278,False,False,False,False
Quarks Academy,License,25469,"Kristen Williams, Cecilia Marie Mueller, Gina Pistininzi Nix",Child Care Center,944 Smithfield Way,FORT MILL,SC,29715,York,(803)-836-4216,,,253,False,False,False,False
Racheal Shiver,Registration,25839,"Racheal Shiver ",Family Child Care Home,372 Fox Squirrel Circle,COLUMBIA,SC,29209,Richland,(803)-728-9520,,,5,False,False,False,False
Rachel Vanover,Registration,26210,"Rachel Vanover ",Family Child Care Home,4423 Cypress Cove,ROCK HILL,SC,29732,York,(707)-759-8546,,,6,False,False,False,False
Raising A Village Academy LLC,License,26066,La'Quetta Renee Maple,Child Care Center,560/562 South Pike W,SUMTER,SC,29150,Sumter,(803)-774-0074,,,85,False,False,False,False
Ranada Gilchrist,Registration,25325,,Family Child Care Home,234 Slide Hill Road,JOHNSTON,SC,29832,Edgefield,(864)-980-8355,,03/07/2024,6,False,False,False,False
Raquel Lewis,License,25932,"Raquel Lewis ",Family Child Care Home,820 Peachtree Rd,CHESNEE,SC,29323,Spartanburg,(864)-275-2843,,,6,False,False,False,False
Raquell Cronin,Registration,24157,"Raquell Cronin ",Family Child Care Home,18 Ashepoo Dr.,OKATIE,SC,29909,Beaufort,(843)-715-5718,,,6,False,False,False,False
Raven Barron,Registration,26180,"Raven Barron ",Family Child Care Home,114 Emily Road,LAKE CITY,SC,29560,Florence,(843)-373-2711,,,6,False,False,False,False
