Certificate Number,Account Name,Type,Status,Certificate Effective Date,Certificate Expiration Date,Physical County,Physical Street,Physical City,Physical State/Province,Physical Zip/Postal Code,Phone,Capacity-Infants,Capacity-One-Year-Olds,School Aged,Capacity-Total Licensed,License Tier,Approved To,
CDC-18697,W.A.C.O.G. - Havasupai Head Start Center,Child Care Center,Active,7/31/2022,7/31/2025,MOHAVE,880 Cashmere Drive,Lake Havasu City,AZ,86404,9285056046,0,0,,40,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-2092,W.A.C.O.G. - Head Start - Helping Hand,Child Care Center,Active,10/1/2023,9/30/2024,YUMA,384 South 13th Avenue,Yuma,AZ,85364,9287834706,0,0,,84,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-17070,W.A.C.O.G. - Hubbs House Head Start,Child Care Center,Active,8/1/2024,7/31/2025,MOHAVE,421 Golconda Street,Kingman,AZ,86401,9287531066,0,0,,18,11-59 licensed capacity,Full-Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-5351,W.A.C.O.G. - Kingman North Head Start,Child Care Center,Active,12/1/2021,11/30/2024,MOHAVE,1971 Jagerson Avenue,Kingman,AZ,86401,9286927481,0,0,,75,60+ licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-17785,W.A.C.O.G. - Lake Havasu City Head Start,Child Care Center,Active,11/1/2023,10/31/2024,MOHAVE,2385 North Pima Drive,Lake Havasu City,AZ,86403,9286806212,0,0,,35,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-4672,W.A.C.O.G. - Mohave Valley Head Start,Child Care Center,Active,4/1/2024,3/31/2025,MOHAVE,1425 East Willow Drive,Mohave Valley,AZ,86440,9287681090,0,9,,49,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-3834,W.A.C.O.G. - Orange Grove Head Start,Child Care Center,Active,1/1/2022,12/31/2024,YUMA,3525 W County 16th 1/2 Street,Somerton,AZ,85350,9286272601,0,0,,25,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-17734,W.A.C.O.G. - Pecan Grove Head Start,Child Care Center,Active,9/1/2023,8/31/2024,YUMA,600 South 21st Avenue,Yuma,AZ,85364,9285028126,0,20,,48,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-3736,W.A.C.O.G. - Rancho Viejo Head Start,Child Care Center,Active,11/1/2021,10/31/2024,YUMA,930 South Avenue C,Yuma,AZ,85364,9287823621,0,21,,155,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-2008,W.A.C.O.G. - San Luis Head Start,Child Care Center,Active,4/30/2022,4/30/2025,YUMA,720 West Juan Sanchez Blvd,San Luis,AZ,85349,9286273981,0,20,,132,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-3804,W.A.C.O.G. - Wellton Head Start,Child Care Center,Active,1/1/2022,12/31/2024,YUMA,29126 San Jose Avenue,Wellton,AZ,85356,9287854118,0,0,,20,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-5123,W.A.C.O.G. - Yuma West Head Start Center,Child Care Center,Active,8/1/2024,7/31/2025,YUMA,2505 West 20th Street,Yuma,AZ,85364,9287820007,0,0,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-8806,W.E.S.D.#19 - Wenden Elementary School,Child Care Center,Active,8/1/2024,7/31/2025,LA PAZ,71001 East Santa Fe Avenue,Wenden,AZ,85357,9288593806,0,0,,25,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-7313,W.E.S.D.#6 - Abraham Lincoln Traditional School,Child Care Center,Active,11/1/2021,10/31/2024,MARICOPA,10444 North 39th Avenue,Phoenix,AZ,85051,6028966315,0,0,Licensed,165,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6529,W.E.S.D.#6 - Acacia School,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,3021 West Evans Drive,Phoenix,AZ,85053,6028965015,0,0,Licensed,185,60+ licensed capacity,Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6542,W.E.S.D.#6 - Arroyo Elementary School,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,4535 West Cholla Street,Glendale,AZ,85304,6028965145,0,0,Licensed,165,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-11665,W.E.S.D.#6 - Cactus Wren Elementary School,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,9650 North 39th Avenue,Phoenix,AZ,85051,6028966971,0,0,Licensed,165,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-6545,W.E.S.D.#6 - Chaparral Elementary School,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,3808 West Joan D'arc,Phoenix,AZ,85029,6028965315,0,0,Licensed,322,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-7632,W.E.S.D.#6 - Ironwood Elementary School & Extended Day,Child Care Center,Active,5/31/2022,5/31/2025,MARICOPA,14850 North 39th Avenue,Phoenix,AZ,85053,602-896-6971,0,0,Licensed,103,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6548,W.E.S.D.#6 - John Jacobs Elementary School,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,14421 North 23rd Avenue,Phoenix,AZ,85023,6028965715,0,0,Licensed,225,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-11639,W.E.S.D.#6 - Lakeview Extended Day,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,3040 West Yucca Street,Phoenix,AZ,85029,6028966971,0,0,Licensed,255,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15711,W.E.S.D.#6 - Lookout Mountain,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,15 West Coral Gables Drive,Phoenix,AZ,85023,6028965991,0,0,Licensed,365,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-6792,W.E.S.D.#6 - Manzanita Elementary,Child Care Center,Active,12/1/2021,11/30/2024,MARICOPA,8430 North 39th Avenue,Phoenix,AZ,85051,6023472272,0,0,Licensed,145,60+ licensed capacity,Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-7633,W.E.S.D.#6 - Maryland Elementary,Child Care Center,Active,4/30/2022,4/30/2025,MARICOPA,6503 North 21st Avenue,Phoenix,AZ,85015,6023472365,0,0,,34,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-6794,W.E.S.D.#6 - Moon Mountain School,Child Care Center,Active,11/23/2022,12/31/2024,MARICOPA,13425 North 19th Avenue,Phoenix,AZ,85029,6028966082,0,0,Licensed,205,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-11675,W.E.S.D.#6 - Mountain View Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,801 West Peoria Avenue,Phoenix,AZ,85029,6023474196,0,0,,59,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-6526,W.E.S.D.#6 - Ocotillo Preschool & Extended Day,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,3225 West Ocotillo Road,Phoenix,AZ,85017,6023472415,0,0,Licensed,104,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-6547,W.E.S.D.#6 - Orangewood Preschool & Extended Day,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,7337 North 19th Avenue,Phoenix,AZ,85021,6023472914,0,0,Licensed,524,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17419,W.E.S.D.#6 - Palo Verde Head Start,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,7502 North 39th Avenue,Phoenix,AZ,85051,6023473945,0,0,,34,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-6532,W.E.S.D.#6 - Richard E. Miller Elementary School,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,2021 West Alice Avenue,Phoenix,AZ,85021,6023473011,0,0,Licensed,165,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-6535,W.E.S.D.#6 - Roadrunner School,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,7702 North 39th Avenue,Phoenix,AZ,85051,6023473115,0,0,Licensed,105,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-7314,W.E.S.D.#6 - Sahuaro School,Child Care Center,Active,11/1/2021,10/31/2024,MARICOPA,12835 North 33rd Avenue,Phoenix,AZ,85029,602-896-6265,0,0,Licensed,165,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-6539,W.E.S.D.#6 - Shaw Butte School,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,12202 North 21st Avenue,Phoenix,AZ,85029,6023474215,0,0,Licensed,101,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-6543,W.E.S.D.#6 - Sunburst Elementary School,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,14218 North 47th Avenue,Glendale,AZ,85306,6028966415,0,0,Licensed,265,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-13709,W.E.S.D.#6 - Sunnyslope Elementary,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,245 East Mountain View Road,Phoenix,AZ,85020,6023474356,0,0,,20,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-6544,W.E.S.D.#6 - Sunset Elementary School,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,4626 West Mountain View Road,Glendale,AZ,85302,6233473315,0,0,Licensed,265,60+ licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-6533,W.E.S.D.#6 - Sweetwater Preschool And Extended Day,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,4602 West Sweetwater Avenue,Glendale,AZ,85304,6028966515,0,0,Licensed,105,60+ licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-17441,W.E.S.D.#6 - Tumbleweed Kidspace And Head Start,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,4001 West Laurel Lane,Phoenix,AZ,85029,6028966667,0,0,Licensed,185,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-6795,W.E.S.D.#6 - Washington Elementary School,Child Care Center,Active,12/1/2021,11/30/2024,MARICOPA,8033 North 27th Avenue,Phoenix,AZ,85051,6023473415,0,0,Licensed,205,60+ licensed capacity,Part Day Care; School-Age Child Care,
CDC-1666,W.E.S.D.#7 - Wilson Primary School Preschool,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,415 North 30th Street,Phoenix,AZ,85008,6026832500,0,0,,165,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-16679,W.R.U.S.D.#8 - Tsehootsoi Integrated Preschool Programs,Child Care Center,Active,6/30/2022,6/30/2025,APACHE,Navajo Route 2,Fort Defiance,AZ,86504,928-729-6753,0,0,,59,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-7851,W.U.S.D.#13 - First Steps Preschool,Child Care Center,Active,12/1/2021,11/30/2024,COCHISE,501 West Delos St,Willcox,AZ,85643,5203848603,0,0,,20,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-7036,W.U.S.D.#1 - Disability Preschool,Child Care Center,Active,11/1/2023,10/31/2024,NAVAJO,100 Cochise Drive,Winslow,AZ,86047,928-288-8108,0,0,,25,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-16232,W.U.S.D.#2 - William Elementary-Middle School,Child Care Center,Active,6/1/2024,5/31/2025,COCONINO,601 North 7th Street,Williams,AZ,86046,9286354428,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15110,W.U.S.D.#9 - Festival Foothills Elementary School,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,26252 West Desert Vista Blvd,Buckeye,AZ,85396,9285016000,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-17655,W.U.S.D.#9 - Hassayampa Elementary School,Child Care Center,Active,6/30/2022,6/30/2025,MARICOPA,195 East Coconino Street,Wickenburg,AZ,85390,9286846750,0,0,Licensed,42,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-5343,Wanda's Day Care,Child Care Group Home,Active,11/1/2023,10/31/2024,MARICOPA,3510 East Kerry Lane,Phoenix,AZ,85024,6025697228,0,0,,5,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Evening/Nighttime Care,
0020248CDCEC44345690,Washington School Head Start,Child Care Center,Active,6/26/2024,6/25/2025,Maricopa,8033 North 27th Avenue,Phoenix,AZ,85051,602-347-4806,0,0,,40,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-14602,Watch Me Grow Child Care,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,4100 South Lindsay Road - #117,Gilbert,AZ,85297,4808551004,11,24,,119,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-19153,Watch Me Grow Child Care,Child Care Center,Active,11/5/2021,10/31/2024,MARICOPA,7135 South Val Vista Drive,Gilbert,AZ,85298,4802315797,22,26,,132,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-18165,Watch Me Grow Child Care And Preschool,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,4677 East Queen Creek Road,Gilbert,AZ,85297,4804272755,19,26,,151,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-19216,Watts Family Maryvale Ymca,Child Care Center,Active,5/25/2022,5/24/2025,MARICOPA,3825 North 67th Avenue,Phoenix,AZ,85033,6028739622,0,14,Licensed,147,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18865,WBA Child Care & Early Learning Center,Child Care Center,Active,6/1/2024,5/31/2025,PIMA,150 South Westmoreland Avenue,Tucson,AZ,85745,5202038931,0,18,Licensed,49,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-1194,Wee Rascals Preschool,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,12938 West Greenway Road,Surprise,AZ,85374,6235839129,30,13,Licensed,137,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020264CDCTN16086942,Wellton Elementary School,Child Care Center,Active,7/15/2024,7/14/2025,Yuma,29126 San Jose Ave,Wellton,AZ,85356,9287853311,0,0,,40,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-15585,We Love Kids Child Care,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,18631 North 19th Avenue #120,Phoenix,AZ,85027,6237809222,35,20,Licensed,300,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
CDC-3394,West School C.A.S.P.E.R.,Child Care Center,Active,8/1/2024,7/31/2025,PINAL,460 South 7th Street,Coolidge,AZ,85128,5207234551,0,0,Licensed,32,11-59 licensed capacity,Part Day Care; School-Age Child Care,
CDC-16981,West Valley Christian School,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,16260 West Van Buren Street,Goodyear,AZ,85338,6232342104,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-15950,Wheeler's Drop-A-Tot,Child Care Group Home,Active,9/1/2023,8/31/2024,MARICOPA,4311 East Mulberry Drive,Phoenix,AZ,85018,6022247055,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-3574,Whiz Kidz,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,13424 North 32nd Street,Phoenix,AZ,85032,6029717007,9,12,Licensed,84,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18619,Whiz Kidz Preschool,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,4909 East Brown Road,Mesa,AZ,85205,480-999-4255,15,31,Licensed,132,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-8111,Whiz Kidz Preschool - Ahwatukee,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,1442 East Chandler Blvd,Phoenix,AZ,85048,4802831220,22,33,Licensed,119,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-3507,Whiz Kidz Preschool - Midtown,Child Care Center,Active,1/1/2022,12/31/2024,MARICOPA,3821 North 3rd Street,Phoenix,AZ,85012,6022772505,0,0,Licensed,121,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17678,Whiz Kidz Preschool - Scottsdale,Child Care Center,Active,7/1/2022,6/30/2025,MARICOPA,7214 East Jenan Drive,Scottsdale,AZ,85260,4809990944,30,34,Licensed,202,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-12136,Wickenburg Christian Academy,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,260 West Yavapai Street,Wickenburg,AZ,85390,9286849046,0,0,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17776,"Wiggles And Giggles, L.L.C.",Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,9009 West Lake Pleasant Parkway,Peoria,AZ,85382,6232039233,5,11,Licensed,88,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16223,Wilkins Learning Center,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,730 South Cooper Road Ste C,Gilbert,AZ,85233,4807891889,16,22,Licensed,152,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020221CDCRI33972443,Window Rock Preschool,Child Care Center,Active,3/12/2024,3/11/2025,Apache,North Chee Dodge Drive,Window Rock,AZ,86515,928-810-7733,0,0,,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-19175,Winter's Well Head Start,Child Care Center,Active,3/14/2022,3/13/2025,Maricopa,35220 West Buckeye Road,Tonopah,AZ,85354,6234745337,0,0,,20,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-14978,Wirtzie's Preschool And Childcare,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,16752 North Greasewood Street,Surprise,AZ,85378,6232076022,11,18,Licensed,112,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15058,Wonder Kidz Preschool,Child Care Center,Active,12/1/2021,11/30/2024,YUMA,2332 South Arizona Avenue,Yuma,AZ,85364,9287827777,0,7,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17493,Wonderland Playhouse Childcare Center,Child Care Center,Active,1/1/2022,12/31/2024,PINAL,525 North King Street,Florence,AZ,85132,5205185055,0,0,Licensed,25,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020123CDCDX40667415,WonderWise Anthem LLC,Child Care Center,Active,7/11/2024,7/10/2025,Pinal,5431 West Merrill Ranch Parkway,Florence,AZ,85132,5204509722,0,13,,31,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17373,Wonderwise Copper Basin Llc,Child Care Center,Active,8/1/2024,7/31/2025,PINAL,28479 North Main Street,San Tan Valley,AZ,85143,4802761498,0,0,,102,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
0020133CDCCN72338571,WonderWise LLC,Child Care Center,Active,7/28/2024,7/27/2025,Maricopa,20365 East Ocotillo Road,Queen Creek,AZ,85142,4802761498,0,15,Licensed,78,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
